model_id,org,downloads,likes,tags,created_at,fetch_date,card_chars,has_card,watermark_raw,watermark,watermark_evidence,provenance_raw,provenance,provenance_evidence,synthetic_disclosure_raw,synthetic_disclosure,synthetic_disclosure_evidence,prohibited_uses_raw,prohibited_uses,prohibited_uses_evidence,downstream_obligation_raw,downstream_obligation,downstream_obligation_evidence,regulatory_reference_raw,regulatory_reference,regulatory_reference_evidence,watermark_dependency_only,any_provenance_signal,any_provenance_signal_raw,license,license_group,download_tier,base_model,is_derivative
unsloth/Z-Image-Turbo-unsloth-bnb-4bit,unsloth,9340,6,"diffusers,safetensors,unsloth,4bit,quantized,bitsandbytes,text-to-image,en,arxiv:2511.22699,arxiv:2511.22677,arxiv:2511.13649,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:finetune:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,diffusers:ZImagePipeline,8-bit,region:us",2026-01-08 22:48:25+00:00,2026-09-09,15554,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Tongyi-MAI/Z-Image-Turbo,True
gsdf/Counterfeit-V2.5,gsdf,9310,1586,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-02-02 14:02:11+00:00,2026-09-09,3919,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,,False
gokaygokay/Krea-2-Realism-LoRA,gokaygokay,9248,87,"diffusers,text-to-image,lora,template:sd-lora,krea,krea-2,realism,photorealism,en,base_model:krea/Krea-2-Raw,base_model:adapter:krea/Krea-2-Raw,license:other,region:us",2026-06-25 09:49:52+00:00,2026-09-09,6084,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,krea/Krea-2-Raw,True
unsloth/Qwen-Image-GGUF,unsloth,9241,31,"ggml,gguf,quantized,text-to-image,en,zh,arxiv:2508.02324,base_model:Qwen/Qwen-Image,base_model:quantized:Qwen/Qwen-Image,license:apache-2.0,region:us",2025-12-19 03:51:27+00:00,2026-09-09,7809,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Qwen/Qwen-Image,True
drbaph/Z-Image-Turbo-FP8,drbaph,9079,52,"diffusers,comfyui,quantization,quant,fp8,text-to-image,en,zh,license:apache-2.0,region:us",2025-11-27 00:07:54+00:00,2026-09-09,7537,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,,False
xFutureTechx/BackMixes,xFutureTechx,8991,1,"diffusers,stable diffusion,anime,comic books,illustration,text-to-image,en,dataset:EarthnDusk/Creative-Embeddings-OLD,license:creativeml-openrail-m,region:us",2023-11-25 03:11:13+00:00,2026-09-09,335,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,,False
stabilityai/stable-diffusion-3.5-large-turbo,stabilityai,8934,704,"diffusers,safetensors,text-to-image,stable-diffusion,en,arxiv:2403.03206,license:other,diffusers:StableDiffusion3Pipeline,region:us",2024-10-22 07:32:47+00:00,2026-09-09,9703,True,False,False,,False,False,,False,False,,True,True,"imitations of generative models.  All uses of the model must be in accordance with our [Acceptable Use Policy](https://stability.ai/use-policy).  ### Out-of-Scope Uses  The model was not trained to be factual or true representations of people or events.  As such, using the model to generate such content is out-of-s",True,True,"ance between usefulness and preventing harm. However, this does not guarantee that all possible harmful content has been removed. TAll developers and deployers should exercise caution and implement content safety guardrails based on their specific product policies and application use cases. * Misuse: Technical limi",False,False,,False,False,False,other,other,1k-10k,,False
imagepipeline/flux_uncensored_nsfw_v2,imagepipeline,8906,34,"diffusers,imagepipeline,imagepipeline.io,text-to-image,ultra-realistic,lora,not-for-all-audiences,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,region:us",2024-12-04 06:42:55+00:00,2026-09-09,392,True,False,False,,False,False,,True,False,"## Want to create production quality AI generated images ?  Easily generate stunning, high-quality images with our APIs, designed for developers and creators.  Build powerful applications with reliab",False,False,,False,False,,False,False,,False,False,True,,unspecified,1k-10k,black-forest-labs/FLUX.1-dev,True
sd2-community/stable-diffusion-2-1-base,sd2-community,8868,6,"diffusers,safetensors,stable-diffusion,text-to-image,arxiv:2112.10752,arxiv:2202.00512,arxiv:1910.09700,license:openrail++,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2025-11-15 10:31:22+00:00,2026-09-09,12394,True,False,False,,False,False,,False,False,,True,True,"of people or their environments, cultures, religions, etc. - Intentionally promoting or propagating discriminatory content or harmful stereotypes. - Impersonating individuals without their consent. - Sexual content without consent of the people who might see it. - Mis- and disinformation - Representations of",False,False,,False,False,,False,False,False,openrail++,RAIL family,1k-10k,,False
thutes-gbr25/NSFW-MASTER-Z-IMAGE-TURBO,thutes-gbr25,8845,18,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:unknown,region:us,not-for-all-audiences",2026-02-17 01:31:35+00:00,2026-09-09,500,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,unknown,other,1k-10k,Tongyi-MAI/Z-Image-Turbo,True
fal/FLUX.2-dev-Turbo,fal,8773,390,"diffusers,image-generation,flux,lora,distillation,turbo,text-to-image,en,base_model:black-forest-labs/FLUX.2-dev,base_model:adapter:black-forest-labs/FLUX.2-dev,license:other,region:us",2025-12-29 17:02:51+00:00,2026-09-09,2176,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,black-forest-labs/FLUX.2-dev,True
xiaolxl/GuoFeng3,xiaolxl,8663,483,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,en,license:cc-by-nc-sa-4.0,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-01-28 11:29:27+00:00,2026-09-09,7909,True,True,False,"natomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet ```  ---  高级：如果您还想使图片尽可能更好，请尝试以下配置 - senior：If you also want to make the picture as better as possible, please try the foll",False,False,,False,False,,False,False,,False,False,,False,False,,False,False,True,cc-by-nc-sa-4.0,non-commercial,1k-10k,,False
sensenova/SenseNova-U1-8B-MoT-Infographic-V3,sensenova,8634,60,"transformers,safetensors,neo_chat,feature-extraction,multimodal,text-to-image,image-to-text,image-editing,interleaved-generation,custom_code,any-to-any,arxiv:2605.12500,license:apache-2.0,region:us",2026-07-15 17:49:15+00:00,2026-09-09,36681,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,,False
mlx-community/Qwen-Image-2512-4bit,mlx-community,8597,8,"mflux,safetensors,mlx,qwen,image-generation,text-to-image,apple-silicon,diffusion,base_model:Qwen/Qwen-Image-2512,base_model:finetune:Qwen/Qwen-Image-2512,license:apache-2.0,region:us",2026-01-01 07:43:21+00:00,2026-09-09,972,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Qwen/Qwen-Image-2512,True
RomixERR/Pornmaster_v1-Z-Images-Turbo,RomixERR,8565,115,"base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,diffusers,license:apache-2.0,lora,not-for-all-audiences,region:us,template:diffusion-lora,text-to-image",2025-12-25 12:15:55+00:00,2026-09-09,642,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Tongyi-MAI/Z-Image-Turbo,True
Shakker-Labs/FLUX.1-dev-ControlNet-Union-Pro,Shakker-Labs,8472,629,"diffusers,safetensors,Text-to-Image,ControlNet,Diffusers,Flux.1-dev,image-generation,Stable Diffusion,text-to-image,en,base_model:black-forest-labs/FLUX.1-dev,base_model:finetune:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-08-23 10:36:42+00:00,2026-09-09,3964,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,black-forest-labs/FLUX.1-dev,True
Abiray/Krea-2-Turbo-GGUF,Abiray,8388,16,"gguf,text-to-image,en,base_model:krea/Krea-2-Turbo,base_model:quantized:krea/Krea-2-Turbo,license:other,region:us",2026-06-24 11:46:10+00:00,2026-09-09,1673,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,krea/Krea-2-Turbo,True
TencentARC/PhotoMaker,TencentARC,8288,438,"diffusers,text-to-image,en,arxiv:2312.04461,license:apache-2.0,region:us",2024-01-13 14:11:54+00:00,2026-09-09,2911,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,,False
emilianJR/epiCRealism,emilianJR,8239,82,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-06-25 12:13:26+00:00,2026-09-09,2230,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,,False
lightx2v/Z-Image-Turbo-Quantized,lightx2v,8120,14,"diffusers,diffusion-single-file,comfyui,distillation,Z-Image-Turbo,text-to-image,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:finetune:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2026-01-28 05:27:47+00:00,2026-09-09,3258,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Tongyi-MAI/Z-Image-Turbo,True
tencent/HunyuanImage-3.0,tencent,8021,1121,"transformers,safetensors,hunyuan_image_3_moe,text-generation,text-to-image,custom_code,arxiv:2509.23951,license:other,region:us",2025-09-25 06:28:28+00:00,2026-09-09,25244,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,,False
city96/stable-diffusion-3.5-large-gguf,city96,7852,135,"gguf,text-to-image,image-generation,stable-diffusion,en,base_model:stabilityai/stable-diffusion-3.5-large,base_model:quantized:stabilityai/stable-diffusion-3.5-large,license:other,region:us",2024-10-22 23:50:18+00:00,2026-09-09,645,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,stabilityai/stable-diffusion-3.5-large,True
stablediffusionapi/anything-v5,stablediffusionapi,7825,207,"diffusers,safetensors,stablediffusionapi.com,stable-diffusion-api,text-to-image,ultra-realistic,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-04-23 07:21:56+00:00,2026-09-09,2230,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,,False
xFutureTechx/2025_Loras,xFutureTechx,7719,8,"diffusers,stable-diffusion,ponyxl,loras,illustriousxl,naixl,sdxl,anime,lora,low,low-rank-adaptation,text-to-image,en,base_model:AstraliteHeart/pony-diffusion-v6,base_model:adapter:AstraliteHeart/pony-diffusion-v6,license:creativeml-openrail-m,region:us",2025-01-07 01:15:50+00:00,2026-09-09,453,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,AstraliteHeart/pony-diffusion-v6,True
litert-community/FLUX.2-klein-4B-LiteRT,litert-community,7678,8,"litert,tflite,text-to-image,on-device,diffusion-transformer,int8,base_model:black-forest-labs/FLUX.2-klein-4B,base_model:quantized:black-forest-labs/FLUX.2-klein-4B,license:apache-2.0,region:us",2026-07-09 15:02:20+00:00,2026-09-09,18394,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,black-forest-labs/FLUX.2-klein-4B,True
Eugeoter/noob-sdxl-controlnet-canny,Eugeoter,7667,6,"diffusers,safetensors,stable-diffusion,stable-diffusion-xl,controlnet,text-to-image,en,base_model:Laxhar/noobai-xl-EarlyAccess,base_model:adapter:Laxhar/noobai-xl-EarlyAccess,license:other,region:us",2024-11-08 11:49:13+00:00,2026-09-09,0,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,Laxhar/noobai-xl-EarlyAccess,True
openai/shap-e,openai,7562,281,"diffusers,text-to-image,shap-e,text-to-3d,arxiv:2305.02463,license:mit,diffusers:ShapEPipeline,region:us",2023-07-04 13:25:35+00:00,2026-09-09,3807,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,1k-10k,,False
GeorgyGUF/adidas-tracksuit-with-three-stripes-lora-experiments,GeorgyGUF,7461,1,"diffusers,safetensors,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,region:us",2025-05-05 06:16:36+00:00,2026-09-09,917,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,,unspecified,1k-10k,black-forest-labs/FLUX.1-dev,True
LyliaEngine/4x_foolhardy_Remacri,LyliaEngine,7381,2,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:OnomaAIResearch/Illustrious-xl-early-release-v0,base_model:adapter:OnomaAIResearch/Illustrious-xl-early-release-v0,license:cdla-permissive-2.0,region:us",2026-05-22 17:42:20+00:00,2026-09-09,931,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,cdla-permissive-2.0,other,1k-10k,OnomaAIResearch/Illustrious-xl-early-release-v0,True
ModdiAdam/Wild_Krea-2-turbo_NSFW,ModdiAdam,7358,3,"diffusers,gguf,text-to-image,nsfw,krea-2,comfyui,mature,en,base_model:Comfy-Org/Krea-2,base_model:quantized:Comfy-Org/Krea-2,license:other,region:us,not-for-all-audiences",2026-08-15 18:30:50+00:00,2026-09-09,2934,True,False,False,,False,False,,False,False,,True,True,"Disclaimer  This model is intended for mature audiences and may generate adult-oriented content.  Do not use this model to generate illegal content, non-consensual intimate imagery, or sexual content involving minors.  ## Additional Information  - **Language:** English - **Pipeline Tag:** Text-to-Image - **Libra",False,False,,False,False,,False,False,False,other,other,1k-10k,Comfy-Org/Krea-2,True
Lykon/AnyLoRA,Lykon,7355,51,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,art,artistic,anime,dreamshaper,lcm,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-03-23 01:08:25+00:00,2026-09-09,1184,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,,False
diffusers/sdxl-instructpix2pix-768,diffusers,7343,56,"diffusers,safetensors,stable-diffusion-xl,stable-diffusion-xl-diffusers,text-to-image,instruct-pix2pix,dataset:timbrooks/instructpix2pix-clip-filtered,arxiv:2307.01952,arxiv:2211.09800,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:openrail++,diffusers:StableDiffusionXLInstructPix2PixPipeline,region:us",2023-08-23 05:24:35+00:00,2026-09-09,2957,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,openrail++,RAIL family,1k-10k,stabilityai/stable-diffusion-xl-base-1.0,True
realrebelai/Krea-R-Turbo,realrebelai,7267,9,"gguf,comfyui,krea-2,text-to-image,quantized,lora-merge,en,base_model:krea/Krea-2-Turbo,base_model:quantized:krea/Krea-2-Turbo,license:other,region:us",2026-07-13 20:55:58+00:00,2026-09-09,10391,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,krea/Krea-2-Turbo,True
Raxephion/Krea2-Serendipity-V2,Raxephion,7231,14,"diffusers,text-to-image,checkpoint,finetuned,krea2,realism,fp8,int8-convrot,bf16,cinematic,base_model:krea/Krea-2-Turbo,base_model:finetune:krea/Krea-2-Turbo,license:other,region:us",2026-08-18 13:29:30+00:00,2026-09-09,9121,True,False,False,,False,False,,True,False,ersonally curated real-world photography **Captioning:** Manual / hand-tagged **Final Model:** LoRA merged permanently into the Krea 2 Turbo base  No synthetic imagery was used as the foundation of the photographic training dataset.  ---   ## Variants  ### Current  * **Fp8** * **BF16** * **Int8ConvRot**    Serendi,False,False,,False,False,,False,False,,False,False,True,other,other,1k-10k,krea/Krea-2-Turbo,True
linoyts/Flux2-Klein-Delight-LoRA,linoyts,7208,32,"diffusers,tensorboard,text-to-image,diffusers-training,lora,flux2,flux2-diffusers,template:sd-lora,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:adapter:black-forest-labs/FLUX.2-klein-base-9B,license:other,region:us",2026-01-29 09:31:17+00:00,2026-09-09,2583,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,black-forest-labs/FLUX.2-klein-base-9B,True
coolthor/comfyui-zimage-sulphur-nvfp4,coolthor,7195,1,"diffusion-single-file,comfyui,nvfp4,quantization,text-to-image,z-image,blackwell,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:finetune:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2026-06-09 08:07:10+00:00,2026-09-09,2295,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Tongyi-MAI/Z-Image-Turbo,True
drbaph/Z-Image-fp8,drbaph,7180,26,"diffusers,comfyui,comfy,z-img,fp8,quantized,text-to-image,en,arxiv:2511.22699,license:apache-2.0,region:us",2026-01-27 19:44:59+00:00,2026-09-09,7586,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,,False
lllyasviel/FLUX.1-schnell-gguf,lllyasviel,7165,33,"gguf,text-to-image,image-generation,flux,base_model:black-forest-labs/FLUX.1-schnell,base_model:quantized:black-forest-labs/FLUX.1-schnell,license:apache-2.0,region:us",2024-08-27 13:33:04+00:00,2026-09-09,175,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,black-forest-labs/FLUX.1-schnell,True
MaxedOut/ComfyUI-Starter-Packs,MaxedOut,7078,304,"gguf,wan 2.2,text to image,upscale,inpainting,controlnet,depth,canny,redux,comfyui,flux,krea,sdxl,kontext,nunchuka,text-to-image,en,license:other,endpoints_compatible,region:us",2025-04-12 18:18:35+00:00,2026-09-09,8251,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,,False
ProGamerGov/qwen-360-diffusion,ProGamerGov,7046,58,"diffusers,360,360°,360-degree,360-image,equirectangular,equirectangular-projection,image-generation,text-to-image,en,dataset:CaptionEmporium/pexels-568k-internvl2,base_model:Qwen/Qwen-Image,base_model:finetune:Qwen/Qwen-Image,license:mit,region:us",2025-12-10 19:18:55+00:00,2026-09-09,9097,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,1k-10k,Qwen/Qwen-Image,True
Quiho/Krea2_NSFW_Uncensored_Complete,Quiho,6948,3,"diffusers,krea2,uncensored,nsfw,vae,text-encoder,checkpoint,abliterated,mix,merge,text-to-image,en,zh,base_model:krea/Krea-2-Turbo,base_model:finetune:krea/Krea-2-Turbo,license:apache-2.0,region:us,not-for-all-audiences",2026-09-03 08:00:47+00:00,2026-09-09,0,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,krea/Krea-2-Turbo,True
stablediffusionapi/majicmixrealistic,stablediffusionapi,6852,12,"diffusers,stablediffusionapi.com,stable-diffusion-api,text-to-image,ultra-realistic,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-05-23 06:06:03+00:00,2026-09-09,2260,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,,False
ostris/qwen_image_edit_inpainting,ostris,6848,88,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Qwen/Qwen-Image-Edit,base_model:adapter:Qwen/Qwen-Image-Edit,license:apache-2.0,region:us",2025-09-03 14:41:33+00:00,2026-09-09,718,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Qwen/Qwen-Image-Edit,True
Eugeoter/noob-sdxl-controlnet-depth,Eugeoter,6842,9,"diffusers,safetensors,stable-diffusion,stable-diffusion-xl,controlnet,text-to-image,en,base_model:Laxhar/noobai-xl-EarlyAccess,base_model:adapter:Laxhar/noobai-xl-EarlyAccess,license:other,region:us",2024-11-09 03:24:13+00:00,2026-09-09,0,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,Laxhar/noobai-xl-EarlyAccess,True
GuangyuanSD/Z-Image-Distilled,GuangyuanSD,6787,161,"safetensors,Z,text-to-image,en,zh,base_model:Tongyi-MAI/Z-Image,base_model:finetune:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-01-31 08:19:01+00:00,2026-09-09,12450,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Tongyi-MAI/Z-Image,True
uzumix/krea2filterbypass3.safetensors,uzumix,6774,7,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,region:us",2026-07-08 10:11:27+00:00,2026-09-09,164,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,,unspecified,1k-10k,krea/Krea-2-Turbo,True
shootstuff/LUSTIFY-v2.0,shootstuff,6773,1,"diffusers,safetensors,text-to-image,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2026-04-25 09:20:45+00:00,2026-09-09,5109,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,,unspecified,1k-10k,,False
TheMistoAI/MistoLine,TheMistoAI,6771,464,"diffusers,art,stable diffusion,ControlNet,SDXL,Diffusion-XL,text-to-image,arxiv:2302.05543,license:openrail++,region:us",2024-05-07 10:15:16+00:00,2026-09-09,7725,True,False,False,,False,False,,False,False,,False,False,,True,True,"y generating and using information for purposes such as law enforcement and immigration  If you use or distribute this model for commercial purposes, you must comply with the following conditions:   1. Clearly acknowledge the contribution of TheMisto.ai to this model in the documentation, website, or other",False,False,,False,False,False,openrail++,RAIL family,1k-10k,,False
Bedovyy/Anima-INT8,Bedovyy,6759,47,"diffusion-single-file,comfyui,text-to-image,base_model:circlestone-labs/Anima,base_model:quantized:circlestone-labs/Anima,license:other,region:us",2026-02-12 18:50:56+00:00,2026-09-09,6822,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,circlestone-labs/Anima,True
Lykon/AbsoluteReality,Lykon,6739,45,"diffusers,stable-diffusion,stable-diffusion-diffusers,text-to-image,art,artistic,photography,en,license:other,diffusers:StableDiffusionPipeline,region:us",2023-05-31 21:30:57+00:00,2026-09-09,430,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,,False
Alissonerdx/flux.1-dev-SRPO-LoRas,Alissonerdx,6723,85,"diffusers,srpo,flux-dev,flux,text-to-image,base_model:rockerBOO/flux.1-dev-SRPO,base_model:finetune:rockerBOO/flux.1-dev-SRPO,region:us",2025-09-15 22:09:28+00:00,2026-09-09,2629,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,,unspecified,1k-10k,rockerBOO/flux.1-dev-SRPO,True
shahtab/FLUXNSFWunlock,shahtab,6583,2,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:apache-2.0,region:us",2025-05-24 21:05:48+00:00,2026-09-09,280,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,black-forest-labs/FLUX.1-dev,True
mflux-community/krea-2-turbo-mflux-q8,mflux-community,6498,2,"mflux,safetensors,text-to-image,mlx,flux,krea,apple-silicon,quantized,base_model:krea/Krea-2-Turbo,base_model:finetune:krea/Krea-2-Turbo,license:other,region:us",2026-07-13 00:16:46+00:00,2026-09-09,4247,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,krea/Krea-2-Turbo,True
nunchaku-ai/nunchaku-z-image-turbo,nunchaku-ai,6361,178,"diffusers,image-editing,SVDQuant,Z-Image-Turbo,Diffusion,Quantization,ICLR2025,text-to-image,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:quantized:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-12-07 17:29:40+00:00,2026-09-09,3624,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Tongyi-MAI/Z-Image-Turbo,True
lllyasviel/FLUX.1-dev-gguf,lllyasviel,6276,113,"gguf,text-to-image,image-generation,flux,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-08-27 13:32:51+00:00,2026-09-09,172,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,black-forest-labs/FLUX.1-dev,True
AliveAi/Krea-2-Edit-Outfit-Transfer,AliveAi,6268,86,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Raw,base_model:adapter:krea/Krea-2-Raw,region:us",2026-07-20 13:53:48+00:00,2026-09-09,1573,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,,unspecified,1k-10k,krea/Krea-2-Raw,True
ZawShiShawn/gestura-flux2-klein-4b-litert-tflite,ZawShiShawn,6267,0,"litert,tflite,android,on-device,text-to-image,image-editing,multi-reference,image-to-image,base_model:black-forest-labs/FLUX.2-klein-4B,base_model:finetune:black-forest-labs/FLUX.2-klein-4B,license:apache-2.0,region:us",2026-08-24 13:20:26+00:00,2026-09-09,19856,True,False,False,,False,False,,False,False,,True,True,"el may reproduce or amplify biases present in training data. - The model must not be used for unlawful activity, fraud, harassment, harm to   minors, non-consensual intimate imagery, or other infringement of rights. - Deployers must confirm the rights and lawful basis for using faces,   trademarks, copyrighted wo",True,True,"odel must not be used for unlawful activity, fraud, harassment, harm to   minors, non-consensual intimate imagery, or other infringement of rights. - Deployers must confirm the rights and lawful basis for using faces,   trademarks, copyrighted works, and personal data in model inputs.  Pinned upstream model versi",False,False,,False,False,False,apache-2.0,permissive,1k-10k,black-forest-labs/FLUX.2-klein-4B,True
calcuis/hidream-gguf,calcuis,6191,70,"gguf,gguf-node,text-to-image,en,base_model:HiDream-ai/HiDream-I1-Full,base_model:quantized:HiDream-ai/HiDream-I1-Full,license:mit,region:us",2025-04-14 23:50:10+00:00,2026-09-09,1178,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,1k-10k,HiDream-ai/HiDream-I1-Full,True
