model_id,org,downloads,likes,tags,created_at,fetch_date,card_chars,has_card,watermark_raw,watermark,watermark_evidence,provenance_raw,provenance,provenance_evidence,synthetic_disclosure_raw,synthetic_disclosure,synthetic_disclosure_evidence,prohibited_uses_raw,prohibited_uses,prohibited_uses_evidence,downstream_obligation_raw,downstream_obligation,downstream_obligation_evidence,regulatory_reference_raw,regulatory_reference,regulatory_reference_evidence,watermark_dependency_only,any_provenance_signal,any_provenance_signal_raw,license,license_group,download_tier,base_model,is_derivative
RudySen/Krea2-realism-V2,RudySen,34685,180,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:mit,region:us",2026-07-02 19:00:04+00:00,2026-09-09,1625,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,10k-100k,krea/Krea-2-Turbo,True
John6666/autismmix-sdxl-autismmix-pony-sdxl,John6666,32895,6,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,anime,pony,en,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-09-20 21:46:34+00:00,2026-09-09,166,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,,False
cyberdelia/CyberRealisticXL,cyberdelia,32639,39,"diffusers,stable-diffusion-xl,sd-xl,text-to-image,photorealistic,cyberrealistic,image-generation,license:creativeml-openrail-m,region:us",2024-02-21 11:44:28+00:00,2026-09-09,2021,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,10k-100k,,False
monadical-labs/minecraft-skin-generator-sdxl,monadical-labs,31906,31,"diffusers,safetensors,minecraft,skins,gaming,stable diffusion,stable diffusion xl,text-to-image,en,license:openrail,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-02-19 15:38:21+00:00,2026-09-09,2043,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,openrail,RAIL family,10k-100k,,False
CBLKG/Z-Image-Lora,CBLKG,31672,2,"diffusers,text-to-image,lora,safetensors,template:diffusion-lora,z-image,dataset:nphSi/LoRa_Datasets,base_model:Tongyi-MAI/Z-Image,base_model:adapter:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-04-26 03:37:52+00:00,2026-09-09,16500,True,False,False,,False,False,,False,False,,True,True,"heckpoint. No nudity or pornography is involved in the training process.  ===  + YOU ARE NOT ALLOWED TO SHARE NUDITY AND/OR PORNOGRAPHIC CONTENT (DEEPFAKES) OF FAMOUS PEOPLE (CELEBRITIES) MADE WITH MY LORAS. + THIS IS ILLEGAL IN ALMOST ALL COUNTRIES IN THE WORLD. THE AUTHOR REJECTS ANY RESPONSIBILITY F",False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,Tongyi-MAI/Z-Image,True
lustlyai/Flux_Lustly.ai_Uncensored_nsfw_v1,lustlyai,31122,274,"diffusers,nsfw,uncensored,not-for-all-audiences,nudity,lora,safetensors,stable-diffusion,fluxpipeline,flux,text-to-image,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:creativeml-openrail-m,region:us",2024-10-21 16:10:35+00:00,2026-09-09,2142,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,10k-100k,black-forest-labs/FLUX.1-dev,True
digiplay/Photon_v1,digiplay,30511,41,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:other,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-06-08 19:02:37+00:00,2026-09-09,192,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,,False
Phil2Sat/Qwen-Image-Edit-Rapid-AIO-GGUF,Phil2Sat,30261,257,"comfyUI,gguf,qwen,qwen-edit,t2i,i2i,text-to-image,base_model:Phr00t/Qwen-Image-Edit-Rapid-AIO,base_model:quantized:Phr00t/Qwen-Image-Edit-Rapid-AIO,license:apache-2.0,endpoints_compatible,region:us,conversational",2025-10-16 11:32:49+00:00,2026-09-09,1431,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,Phr00t/Qwen-Image-Edit-Rapid-AIO,True
second-state/stable-diffusion-v1-5-GGUF,second-state,28237,36,"gguf,stable-diffusion,stable-diffusion-diffusers,text-to-image,base_model:runwayml/stable-diffusion-v1-5,base_model:quantized:runwayml/stable-diffusion-v1-5,license:creativeml-openrail-m,region:us",2024-07-09 14:30:10+00:00,2026-09-09,3069,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,10k-100k,runwayml/stable-diffusion-v1-5,True
argmaxinc/mlx-FLUX.1-schnell-4bit-quantized,argmaxinc,27388,37,"diffusionkit,text-to-image,image-generation,flux,mlx,en,license:apache-2.0,region:us",2024-08-20 17:07:20+00:00,2026-09-09,1008,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,,False
leejet/FLUX.2-klein-9B-GGUF,leejet,26654,7,"gguf,text-to-image,image-generation,stable-diffusion.cpp,en,zh,base_model:black-forest-labs/FLUX.2-klein-9B,base_model:quantized:black-forest-labs/FLUX.2-klein-9B,region:us",2026-01-17 06:46:20+00:00,2026-09-09,370,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,,unspecified,10k-100k,black-forest-labs/FLUX.2-klein-9B,True
hf1593/Z-Image-Lora,hf1593,26301,1,"diffusers,text-to-image,lora,safetensors,template:diffusion-lora,z-image,dataset:nphSi/LoRa_Datasets,base_model:Tongyi-MAI/Z-Image,base_model:adapter:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-04-12 09:32:48+00:00,2026-09-09,14884,True,False,False,,False,False,,False,False,,True,True,"heckpoint. No nudity or pornography is involved in the training process.  ===  + YOU ARE NOT ALLOWED TO SHARE NUDITY AND/OR PORNOGRAPHIC CONTENT (DEEPFAKES) OF FAMOUS PEOPLE (CELEBRITIES) MADE WITH MY LORAS. + THIS IS ILLEGAL IN ALMOST ALL COUNTRIES IN THE WORLD. THE AUTHOR REJECTS ANY RESPONSIBILITY F",False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,Tongyi-MAI/Z-Image,True
deepseek-community/Janus-Pro-1B,deepseek-community,25830,16,"transformers,safetensors,janus,image-text-to-text,muiltimodal,text-to-image,unified-model,any-to-any,arxiv:2501.17811,license:mit,endpoints_compatible,region:us",2025-03-01 14:42:15+00:00,2026-09-09,4797,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,10k-100k,,False
John6666/true-pencil-xl-v100-sdxl,John6666,25725,0,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,anime,girls,illustration,unstable,interesting,Illustrious XL v2.0,illustrious,en,base_model:bluepen5805/true_pencil-XL,base_model:finetune:bluepen5805/true_pencil-XL,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-07-02 11:53:39+00:00,2026-09-09,307,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,bluepen5805/true_pencil-XL,True
ostris/z_image_turbo_childrens_drawings,ostris,25239,40,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-11-29 19:16:49+00:00,2026-09-09,402,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,Tongyi-MAI/Z-Image-Turbo,True
nunchaku-ai/nunchaku-flux.1-schnell,nunchaku-ai,24425,13,"diffusers,text-to-image,SVDQuant,FLUX.1-schnell,FLUX.1,Diffusion,Quantization,ICLR2025,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:black-forest-labs/FLUX.1-schnell,base_model:quantized:black-forest-labs/FLUX.1-schnell,license:apache-2.0,region:us",2025-07-17 00:38:48+00:00,2026-09-09,3105,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,black-forest-labs/FLUX.1-schnell,True
wikeeyang/Krea2-Turbo-HD-V1,wikeeyang,24376,95,"diffusers,gguf,text-to-image,en,zh,base_model:krea/Krea-2-Turbo,base_model:finetune:krea/Krea-2-Turbo,license:other,region:us",2026-07-05 02:12:41+00:00,2026-09-09,4191,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,krea/Krea-2-Turbo,True
lovis93/testllm,lovis93,24332,13,"diffusers,safetensors,text-to-image,image-generation,flux,en,license:other,endpoints_compatible,diffusers:FluxPipeline,region:us",2024-10-17 12:24:36+00:00,2026-09-09,3937,True,False,False,,False,False,,False,False,,True,True,"e information that can be used to harm an individual. - To harass, abuse, threaten, stalk, or bully individuals or groups of individuals. - To create non-consensual nudity or illegal pornographic content. - For fully automated decision making that adversely impacts an individual's legal rights or otherwise create",False,False,,False,False,,False,False,False,other,other,10k-100k,,False
xinsir/controlnet-canny-sdxl-1.0,xinsir,23815,205,"diffusers,safetensors,text_to_image,controlnet,controlnet-canny-sdxl-1.0,text-to-image,arxiv:2302.05543,license:apache-2.0,region:us",2024-05-10 14:15:32+00:00,2026-09-09,9425,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,,False
stanfordmimi/Merlin,stanfordmimi,23801,36,"merlin,text-to-image,en,license:mit,region:us",2024-07-18 23:35:41+00:00,2026-09-09,2809,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,10k-100k,,False
Lykon/dreamshaper-xl-v2-turbo,Lykon,23313,86,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,stable-diffusion-xl,stable-diffusion-xl-turbo,text-to-image,art,artistic,anime,dreamshaper,turbo,lcm,en,license:openrail++,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-02-07 20:27:57+00:00,2026-09-09,1257,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,openrail++,RAIL family,10k-100k,,False
Shar514/Flux-Uncensored-V2,Shar514,22954,25,"diffusers,text-to-image,stable-diffusion,lora,fluxpipeline,flux,not-for-all-audiences,image-to-image,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:creativeml-openrail-m,region:us",2026-05-11 17:33:37+00:00,2026-09-09,4084,True,False,False,,False,False,,False,False,,False,False,,True,True,"for research and personal use, and adheres to the non-commercial license terms.  > **Warning:** This model allows the generation of explicit content. Users should exercise caution and adhere to legal and ethical guidelines.  ## What's New in v2?  - **Improved Performance:** The model has been optimized for bett",False,False,,False,False,False,creativeml-openrail-m,RAIL family,10k-100k,black-forest-labs/FLUX.1-dev,True
diffusers/controlnet-depth-sdxl-1.0,diffusers,22852,208,"diffusers,safetensors,stable-diffusion-xl,stable-diffusion-xl-diffusers,text-to-image,controlnet,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0,license:openrail++,region:us",2023-08-12 17:23:20+00:00,2026-09-09,3345,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,openrail++,RAIL family,10k-100k,stabilityai/stable-diffusion-xl-base-1.0,True
WANG-CC/flux2-klein-9b-uncensored-text-encoder-Q8_0-GGUF,WANG-CC,22521,5,"gguf,text-to-image,flux2,klein,GGUF,safetensors,text-generation-inference,uncensored,abliterated,abliteration,llama-cpp,gguf-my-repo,en,ja,base_model:ponpoke/flux2-klein-9b-uncensored-text-encoder,base_model:quantized:ponpoke/flux2-klein-9b-uncensored-text-encoder,license:other,endpoints_compatible,region:us",2026-07-13 11:48:06+00:00,2026-09-09,1886,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,ponpoke/flux2-klein-9b-uncensored-text-encoder,True
Granddyser/flux-klein-9b-Biglove-Collection,Granddyser,22493,49,"diffusers,gguf,flux,flux2,flux-klein,fp8,quantized,text-to-image,image-generation,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:quantized:black-forest-labs/FLUX.2-klein-base-9B,license:cc-by-nc-4.0,region:us",2026-03-05 23:12:40+00:00,2026-09-09,2710,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,cc-by-nc-4.0,non-commercial,10k-100k,black-forest-labs/FLUX.2-klein-base-9B,True
Wuli-art/Qwen-Image-2512-Turbo-LoRA-2-Steps,Wuli-art,22089,127,"diffusers,Qwen,distillation,lora,text-to-image,en,zh,base_model:Qwen/Qwen-Image-2512,base_model:adapter:Qwen/Qwen-Image-2512,license:apache-2.0,region:us",2026-01-28 09:26:53+00:00,2026-09-09,7465,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,Qwen/Qwen-Image-2512,True
UnfilteredAI/NSFW-GEN-ANIME-v2,UnfilteredAI,22058,57,"diffusers,safetensors,NSFW,UnfilteredAI,Anime,Text-to-Image,text-to-image,en,base_model:HelpingAI/PixelGen,base_model:finetune:HelpingAI/PixelGen,doi:10.57967/hf/2177,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us,not-for-all-audiences",2024-05-03 08:33:53+00:00,2026-09-09,1671,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,HelpingAI/PixelGen,True
deepseek-community/deepseek-vl-1.3b-chat,deepseek-community,21705,3,"transformers,safetensors,deepseek_vl,image-text-to-text,muiltimodal,text-to-image,unified-model,conversational,arxiv:2403.05525,license:other,endpoints_compatible,region:us",2025-06-12 08:15:21+00:00,2026-09-09,10344,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,,False
nunchaku-ai/nunchaku-flux.1-dev,nunchaku-ai,21309,52,"diffusers,text-to-image,SVDQuant,FLUX.1-dev,FLUX.1,Diffusion,Quantization,ICLR2025,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,region:us",2025-07-17 00:41:11+00:00,2026-09-09,3518,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,black-forest-labs/FLUX.1-dev,True
diffusers/controlnet-canny-sdxl-1.0,diffusers,20982,535,"diffusers,safetensors,stable-diffusion-xl,stable-diffusion-xl-diffusers,text-to-image,base_model:runwayml/stable-diffusion-v1-5,base_model:finetune:runwayml/stable-diffusion-v1-5,license:openrail++,region:us",2023-08-01 04:34:46+00:00,2026-09-09,3404,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,openrail++,RAIL family,10k-100k,runwayml/stable-diffusion-v1-5,True
sensenova/SenseNova-U1-8B-MoT,sensenova,20939,291,"transformers,safetensors,neo_chat,feature-extraction,multimodal,text-to-image,image-to-text,image-editing,interleaved-generation,custom_code,any-to-any,arxiv:2605.12500,license:apache-2.0,region:us",2026-04-22 04:43:54+00:00,2026-09-09,45135,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,,False
nunchaku-ai/nunchaku-flux.1-krea-dev,nunchaku-ai,20481,122,"diffusers,text-to-image,SVDQuant,FLUX.1-Krea-dev,FLUX.1,Diffusion,Quantization,ICLR2025,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:black-forest-labs/FLUX.1-Krea-dev,base_model:quantized:black-forest-labs/FLUX.1-Krea-dev,license:other,region:us",2025-08-01 05:11:14+00:00,2026-09-09,3752,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,black-forest-labs/FLUX.1-Krea-dev,True
deepseek-community/deepseek-vl-7b-chat,deepseek-community,20434,1,"transformers,safetensors,deepseek_vl_hybrid,image-text-to-text,muiltimodal,text-to-image,unified-model,conversational,arxiv:2403.05525,license:other,endpoints_compatible,region:us",2025-06-12 08:54:23+00:00,2026-09-09,10720,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,,False
QuantStack/FLUX.1-Krea-dev-GGUF,QuantStack,20339,142,"gguf,text-to-image,en,base_model:black-forest-labs/FLUX.1-Krea-dev,base_model:quantized:black-forest-labs/FLUX.1-Krea-dev,license:other,region:us",2025-07-31 14:16:47+00:00,2026-09-09,505,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,black-forest-labs/FLUX.1-Krea-dev,True
lvladikov/Krea2-Turbo-Distill-4step-LoRA,lvladikov,20324,108,"diffusers,lora,text-to-image,distillation,step-distillation,krea-2,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:other,region:us",2026-08-20 07:04:06+00:00,2026-09-09,72988,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,krea/Krea-2-Turbo,True
leejet/FLUX.2-klein-4B-GGUF,leejet,19624,11,"gguf,text-to-image,image-generation,stable-diffusion.cpp,en,zh,base_model:black-forest-labs/FLUX.2-klein-4B,base_model:quantized:black-forest-labs/FLUX.2-klein-4B,license:apache-2.0,region:us",2026-01-17 05:59:17+00:00,2026-09-09,303,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,black-forest-labs/FLUX.2-klein-4B,True
tianweiy/DMD2,tianweiy,19566,246,"diffusers,text-to-image,stable-diffusion,diffusion distillation,arxiv:2405.14867,license:cc-by-nc-4.0,region:us",2024-05-23 00:19:26+00:00,2026-09-09,6645,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,cc-by-nc-4.0,non-commercial,10k-100k,,False
briaai/FIBO,briaai,19232,326,"diffusers,safetensors,art,text-to-image,en,arxiv:2511.06876,base_model:briaai/FIBO,base_model:finetune:briaai/FIBO,license:other,diffusers:BriaFiboPipeline,region:us",2025-10-09 11:55:45+00:00,2026-09-09,17492,True,False,False,,False,False,,False,False,,False,False,,False,False,,True,True,"n the dataset distribution. All assets are vetted for commercial use, attribution traceability, and regional compliance under GDPR and the <strong>EU AI Act</strong>. This broad and balanced dataset ensures FIBO’s ability to generalize across a wide range of visual domains, from realistic human imagery to",False,False,False,other,other,10k-100k,briaai/FIBO,True
lynaNSFW/DaSiWa_MiniMax_H3,lynaNSFW,18845,2,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:lynaNSFW/minimaxH3_Collection,base_model:adapter:lynaNSFW/minimaxH3_Collection,region:us",2026-08-31 09:39:03+00:00,2026-09-09,269,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,,unspecified,10k-100k,lynaNSFW/minimaxH3_Collection,True
Heartsync/NSFW-Uncensored,Heartsync,18605,312,"diffusers,safetensors,stablediffusion,uncensored,nsfw,image,generation,text-to-image,en,license:mit,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us,not-for-all-audiences",2025-05-05 08:29:52+00:00,2026-09-09,1736,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,10k-100k,,False
lesliemore/z-image-turbo-nsfw-v2-GGUF,lesliemore,18568,8,"gguf,quantized,q8_0,z-image,comfyui,not-for-all-audiences,text-to-image,base_model:tewea/z_image_turbo_bf16_nsfw,base_model:quantized:tewea/z_image_turbo_bf16_nsfw,license:apache-2.0,region:us",2026-08-16 06:17:17+00:00,2026-09-09,1691,True,False,False,,False,False,,False,False,,False,False,,True,True,UF/tree/main/tools).  > ⚠️ **Content notice:** the base model is an NSFW finetune of Z-Image Turbo. Not for all audiences. Intended for adults only — you are responsible for complying with your local laws and the platform's terms of use.  ## Files  | File | Quant | Size | |------|-------|------| | `z_image_nsfw_v2-Q8_,False,False,,False,False,False,apache-2.0,permissive,10k-100k,tewea/z_image_turbo_bf16_nsfw,True
AX1Y2JP/Krea-2-Turbo-INT8-ConvRot,AX1Y2JP,18566,20,"diffusers,comfyui,text-to-image,base_model:krea/Krea-2-Turbo,base_model:quantized:krea/Krea-2-Turbo,license:other,region:us",2026-06-23 15:30:51+00:00,2026-09-09,473,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,krea/Krea-2-Turbo,True
AiWise/Juggernaut-XL-V9-GE-RDPhoto2-Lightning_4S,AiWise,18417,18,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,region:us",2024-12-26 02:02:33+00:00,2026-09-09,5377,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,10k-100k,stabilityai/stable-diffusion-xl-base-1.0,True
xinsir/controlnet-depth-sdxl-1.0,xinsir,18393,101,"diffusers,safetensors,text-to-image,license:apache-2.0,region:us",2024-06-26 15:14:36+00:00,2026-09-09,2864,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,,False
second-state/stable-diffusion-3.5-large-GGUF,second-state,18120,17,"diffusers,gguf,text-to-image,stable-diffusion,en,base_model:stabilityai/stable-diffusion-3.5-large,base_model:quantized:stabilityai/stable-diffusion-3.5-large,license:other,region:us",2024-11-19 09:36:36+00:00,2026-09-09,2939,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,stabilityai/stable-diffusion-3.5-large,True
unsloth/FLUX.1-dev-GGUF,unsloth,18056,25,"gguf,text-to-image,image-generation,flux,en,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,region:us",2025-06-30 10:43:08+00:00,2026-09-09,3888,True,False,False,,False,False,,False,False,,True,True,"e information that can be used to harm an individual. - To harass, abuse, threaten, stalk, or bully individuals or groups of individuals. - To create non-consensual nudity or illegal pornographic content. - For fully automated decision making that adversely impacts an individual's legal rights or otherwise create",False,False,,False,False,,False,False,False,other,other,10k-100k,black-forest-labs/FLUX.1-dev,True
duyntnet/Chroma-GGUF-All-Versions,duyntnet,17811,8,"gguf,text-to-image,image-generation,chroma,not-for-all-audiences,en,license:apache-2.0,region:us",2025-07-05 04:59:47+00:00,2026-09-09,896,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,,False
RunDiffusion/Juggernaut-Z-Image,RunDiffusion,17732,130,"diffusers,safetensors,gguf,text-to-image,rundiffusion,z-image,en,base_model:Tongyi-MAI/Z-Image,base_model:quantized:Tongyi-MAI/Z-Image,license:cc-by-nc-4.0,diffusers:ZImagePipeline,region:us",2026-04-29 17:33:22+00:00,2026-09-09,8917,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,cc-by-nc-4.0,non-commercial,10k-100k,Tongyi-MAI/Z-Image,True
RunDiffusion/Juggernaut-X-v10,RunDiffusion,17497,173,"diffusers,stable-diffusion,stable-diffusion-xl,sdxl,text-to-image,photorealistic,photography,cinematic,portrait,juggernaut,rundiffusion,kandooai,en,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-04-19 21:30:46+00:00,2026-09-09,8728,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,10k-100k,stabilityai/stable-diffusion-xl-base-1.0,True
segmind/tiny-sd,segmind,16967,95,"diffusers,stable-diffusion,stable-diffusion-diffusers,text-to-image,dataset:recastai/LAION-art-EN-improved-captions,arxiv:2305.15798,base_model:SG161222/Realistic_Vision_V4.0_noVAE,base_model:finetune:SG161222/Realistic_Vision_V4.0_noVAE,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-07-27 18:21:36+00:00,2026-09-09,1279,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,10k-100k,SG161222/Realistic_Vision_V4.0_noVAE,True
TheImposterImposters/LUSTIFY-v2.0,TheImposterImposters,16775,12,"diffusers,safetensors,text-to-image,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-08-09 17:55:13+00:00,2026-09-09,5109,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,,unspecified,10k-100k,,False
XLabs-AI/flux-RealismLora,XLabs-AI,16307,1248,"diffusers,lora,Stable Diffusion,image-generation,Flux,text-to-image,en,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-08-06 21:12:23+00:00,2026-09-09,1777,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,black-forest-labs/FLUX.1-dev,True
dataautogpt3/ProteusV0.2,dataautogpt3,16305,147,"diffusers,text-to-image,license:gpl-3.0,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-01-19 12:30:52+00:00,2026-09-09,3458,True,True,False,"egative_prompt = ""nsfw, bad quality, bad anatomy, worst quality, low quality, low resolutions, extra fingers, blur, blurry, ugly, wrongs proportions, watermark, image artifacts, lowres, ugly, jpeg artifacts, deformed, noisy image""  image = pipe(     prompt,      negative_prompt=negative_prompt,      width=10",False,False,,True,False,"were then normalized. Additionally, DPO (Direct Preference Optimization) was employed through a collection of 10,000 carefully selected high-quality, AI-generated image pairs.  In pursuit of optimal performance, numerous LORA (Low-Rank Adaptation) models are trained independently before being selectively incorp",False,False,,False,False,,False,False,,False,False,True,gpl-3.0,other,10k-100k,,False
molbal/krea2-gguf,molbal,16272,19,"gguf,image-generation,diffusion,flow-matching,dit,krea2,quantization,comfyui,text-to-image,base_model:krea/Krea-2-Raw,base_model:quantized:krea/Krea-2-Raw,license:other,region:us",2026-06-24 21:12:56+00:00,2026-09-09,4812,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,10k-100k,krea/Krea-2-Raw,True
dataautogpt3/ProteusV0.3,dataautogpt3,16229,96,"diffusers,text-to-image,license:gpl-3.0,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-02-12 18:05:03+00:00,2026-09-09,3450,True,True,False,"egative_prompt = ""nsfw, bad quality, bad anatomy, worst quality, low quality, low resolutions, extra fingers, blur, blurry, ugly, wrongs proportions, watermark, image artifacts, lowres, ugly, jpeg artifacts, deformed, noisy image""  image = pipe(     prompt,      negative_prompt=negative_prompt,      width=10",False,False,,True,False,"were then normalized. Additionally, DPO (Direct Preference Optimization) was employed through a collection of 10,000 carefully selected high-quality, AI-generated image pairs.  In pursuit of optimal performance, numerous LORA (Low-Rank Adaptation) models are trained independently before being selectively incorp",False,False,,False,False,,False,False,,False,False,True,gpl-3.0,other,10k-100k,,False
QuantStack/Qwen-Image-GGUF,QuantStack,15821,50,"gguf,text-to-image,en,zh,base_model:Qwen/Qwen-Image,base_model:quantized:Qwen/Qwen-Image,license:apache-2.0,region:us",2025-08-05 15:25:08+00:00,2026-09-09,1156,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,10k-100k,Qwen/Qwen-Image,True
