model_id,org,downloads,likes,tags,created_at,card_chars
shahtab/FLUXNSFWunlock,shahtab,6583,2,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:apache-2.0,region:us",2025-05-24 21:05:48+00:00,280
mflux-community/krea-2-turbo-mflux-q8,mflux-community,6498,2,"mflux,safetensors,text-to-image,mlx,flux,krea,apple-silicon,quantized,base_model:krea/Krea-2-Turbo,base_model:finetune:krea/Krea-2-Turbo,license:other,region:us",2026-07-13 00:16:46+00:00,4247
nunchaku-ai/nunchaku-z-image-turbo,nunchaku-ai,6361,178,"diffusers,image-editing,SVDQuant,Z-Image-Turbo,Diffusion,Quantization,ICLR2025,text-to-image,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:quantized:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-12-07 17:29:40+00:00,3624
lllyasviel/FLUX.1-dev-gguf,lllyasviel,6276,113,"gguf,text-to-image,image-generation,flux,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-08-27 13:32:51+00:00,172
AliveAi/Krea-2-Edit-Outfit-Transfer,AliveAi,6268,86,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Raw,base_model:adapter:krea/Krea-2-Raw,region:us",2026-07-20 13:53:48+00:00,1573
ZawShiShawn/gestura-flux2-klein-4b-litert-tflite,ZawShiShawn,6267,0,"litert,tflite,android,on-device,text-to-image,image-editing,multi-reference,image-to-image,base_model:black-forest-labs/FLUX.2-klein-4B,base_model:finetune:black-forest-labs/FLUX.2-klein-4B,license:apache-2.0,region:us",2026-08-24 13:20:26+00:00,19856
calcuis/hidream-gguf,calcuis,6191,70,"gguf,gguf-node,text-to-image,en,base_model:HiDream-ai/HiDream-I1-Full,base_model:quantized:HiDream-ai/HiDream-I1-Full,license:mit,region:us",2025-04-14 23:50:10+00:00,1178
unsloth/FLUX.1-schnell,unsloth,6171,6,"diffusers,safetensors,text-to-image,image-generation,flux,en,license:apache-2.0,endpoints_compatible,diffusers:FluxPipeline,region:us",2026-08-05 14:47:40+00:00,3900
city96/HiDream-I1-Dev-gguf,city96,6067,65,"gguf,image-generation,HiDream.ai,text-to-image,en,base_model:HiDream-ai/HiDream-I1-Dev,base_model:quantized:HiDream-ai/HiDream-I1-Dev,license:mit,region:us",2025-04-15 22:23:50+00:00,671
UnfilteredAI/NSFW-gen-v2,UnfilteredAI,6027,606,"diffusers,safetensors,UnfilteredAI,3d,text-to-image,not-for-all-audiences,en,pt,th,base_model:HelpingAI/PixelGen,base_model:finetune:HelpingAI/PixelGen,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-04-15 08:16:46+00:00,1354
strangerzonehf/Flux-Super-Realism-LoRA,strangerzonehf,5940,272,"diffusers,text-to-image,lora,template:diffusion-lora,Super-Realism,Flux.1-Dev,Dynamic-Realism,Realistic,Photorealism,Hi-Res,UltraRealism,Diffusion,Face,safetensors,Realism-Engine,RAW,4K,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:mit,region:us",2024-11-12 18:40:16+00:00,5086
segmind/small-sd,segmind,5929,36,"diffusers,stable-diffusion,stable-diffusion-diffusers,text-to-image,dataset:recastai/LAION-art-EN-improved-captions,arxiv:2305.15798,base_model:SG161222/Realistic_Vision_V4.0_noVAE,base_model:finetune:SG161222/Realistic_Vision_V4.0_noVAE,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-07-27 07:52:25+00:00,979
frankjoshua/FLUX.1-dev,frankjoshua,5925,4,"diffusers,safetensors,text-to-image,image-generation,flux,en,license:other,endpoints_compatible,diffusers:FluxPipeline,region:us",2024-09-17 18:09:07+00:00,3937
prithivMLmods/Flux-Long-Toon-LoRA,prithivMLmods,5925,22,"diffusers,text-to-image,lora,template:diffusion-lora,Long-Toons,3D,Toon,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:creativeml-openrail-m,region:us",2024-11-24 12:08:25+00:00,1587
highscoregames12018/lora-collection,highscoregames12018,5856,0,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0,license:apache-2.0,region:us",2026-01-06 18:48:42+00:00,237
TencentARC/PhotoMaker-V2,TencentARC,5806,157,"diffusers,text-to-image,en,arxiv:2312.04461,license:apache-2.0,region:us",2024-07-22 15:09:07+00:00,2825
Nurburgring/BEYOND_REALITY_Z_IMAGE,Nurburgring,5762,163,"diffusers,art,text-to-image,zh,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:finetune:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-12-21 08:48:06+00:00,7306
yehiaserag/anime-pencil-diffusion,yehiaserag,5728,170,"diffusers,safetensors,anime,stable-diffusion,aiart,text-to-image,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2022-12-03 04:15:22+00:00,2680
strangerzonehf/Flux-Midjourney-Mix2-LoRA,strangerzonehf,5694,554,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-11-26 15:58:30+00:00,6263
zai-org/CogView4-6B,zai-org,5687,257,"diffusers,safetensors,text-to-image,zh,en,arxiv:2403.05121,base_model:zai-org/glm-4-9b,base_model:finetune:zai-org/glm-4-9b,license:apache-2.0,diffusers:CogView4Pipeline,region:us",2025-03-03 12:19:58+00:00,7163
byteshape/Qwen-Image-2512-GGUF,byteshape,5667,7,"gguf,qwen-image,text-to-image,image-generation,comfyui,byteshape,base_model:Qwen/Qwen-Image-2512,base_model:quantized:Qwen/Qwen-Image-2512,license:apache-2.0,region:us",2026-07-28 19:42:06+00:00,8175
MLbackup/2023_Scraped_SDXL,MLbackup,5651,4,"diffusers,sdxl,stable diffusion,anime,earth and dusk,duskfallcrew,safetensors,sdxl-anikme,sdxl anime,text-to-image,en,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,region:us",2023-07-21 23:18:02+00:00,28
Lykon/dreamshaper-8-lcm,Lykon,5642,16,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,art,artistic,anime,dreamshaper,lcm,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-12-06 21:58:14+00:00,2169
prompthero/openjourney,prompthero,5522,3239,"diffusers,safetensors,stable-diffusion,text-to-image,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us,deploy:azure",2022-11-08 09:44:58+00:00,2605
btaskel/noobai-XL-Vpred-1.0-GGUF,btaskel,5501,7,"gguf,quantization,text-to-image,base_model:Laxhar/noobai-XL-Vpred-1.0,base_model:quantized:Laxhar/noobai-XL-Vpred-1.0,region:us",2025-02-12 02:14:15+00:00,425
unsloth/FLUX.2-klein-base-4B-GGUF,unsloth,5471,24,"ggml,gguf,text-to-image,unsloth,image-editing,flux,diffusion-single-file,image-to-image,en,base_model:black-forest-labs/FLUX.2-klein-base-4B,base_model:quantized:black-forest-labs/FLUX.2-klein-base-4B,license:apache-2.0,region:us",2026-01-15 17:47:03+00:00,10945
mlx-community/Qwen-Image-2512-8bit,mlx-community,5456,4,"mflux,safetensors,mlx,qwen,image-generation,text-to-image,apple-silicon,diffusion,base_model:Qwen/Qwen-Image,base_model:finetune:Qwen/Qwen-Image,license:apache-2.0,region:us",2026-01-01 07:43:42+00:00,1557
Alissonerdx/CustomLightning,Alissonerdx,5446,10,"diffusers,text-to-image,lora,qwen,qwen image,QIE,lightning,lightx2v,base_model:Qwen/Qwen-Image-Edit-2511,base_model:adapter:Qwen/Qwen-Image-Edit-2511,region:us",2026-01-02 11:46:29+00:00,387
Estebandidoooi/NSFW,Estebandidoooi,5396,1,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Wan-AI/Wan2.1-I2V-14B-720P,base_model:adapter:Wan-AI/Wan2.1-I2V-14B-720P,license:creativeml-openrail-m,region:us,not-for-all-audiences",2026-02-10 06:51:40+00:00,403
ostris/ideogram_4_turbotime_lora,ostris,5396,135,"diffusers,text-to-image,lora,base_model:ideogram-ai/ideogram-4-fp8,base_model:adapter:ideogram-ai/ideogram-4-fp8,license:other,region:us",2026-06-17 17:07:46+00:00,2511
calcuis/cosmos-predict2-gguf,calcuis,5355,32,"gguf,gguf-node,text-to-image,base_model:nvidia/Cosmos-Predict2-2B-Text2Image,base_model:quantized:nvidia/Cosmos-Predict2-2B-Text2Image,license:other,region:us",2025-06-17 07:24:33+00:00,1152
unsloth/Krea-2-Turbo,unsloth,5333,8,"diffusers,safetensors,text-to-image,en,base_model:krea/Krea-2-Raw,base_model:finetune:krea/Krea-2-Raw,license:other,diffusers:Krea2Pipeline,region:us",2026-08-05 14:31:48+00:00,7423
ostris/krea2_turbo_style_reference,ostris,5325,121,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:other,region:us",2026-07-08 20:16:52+00:00,3439
JCTN/JCTN_LORAxl,JCTN,5276,5,"diffusers,text-to-image,stable-diffusion,lora,concept,comedy,cereal box,cereal,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0,license:other,region:us",2023-09-16 20:11:32+00:00,728
xiaolxl/GuoFeng4_XL,xiaolxl,5245,31,"diffusers,stable-diffusion,stable-diffusion-diffusers,text-to-image,en,license:cc-by-nc-sa-4.0,region:us",2023-10-28 04:37:37+00:00,1898
Lykon/AAM_XL_AnimeMix,Lykon,5236,25,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,stable-diffusion-xl,text-to-image,art,artistic,anime,en,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-01-19 10:14:05+00:00,1359
Wuli-art/Qwen-Image-2512-Turbo-LoRA,Wuli-art,5234,225,"diffusers,Qwen,distillation,lora,text-to-image,en,zh,base_model:Qwen/Qwen-Image-2512,base_model:adapter:Qwen/Qwen-Image-2512,license:apache-2.0,region:us",2025-12-30 02:54:37+00:00,12333
TheDivergentAI/krea2-turbo-distill-lora,TheDivergentAI,5217,32,"diffusers,text-to-image,lora,krea2,distillation,template:diffusion-lora,base_model:krea/Krea-2-Raw,base_model:adapter:krea/Krea-2-Raw,license:other,region:us",2026-06-26 21:40:29+00:00,7278
bench-labs/PixelModel-v6,bench-labs,5217,18,"safetensors,text-to-image,diffusion,rectified-flow,mmdit,tiny,custom-code,en,license:mit,region:us",2026-08-04 03:05:13+00:00,10221
Lasorco/lametta,Lasorco,5173,109,"diffusers,stable-diffusion,text-to-image,safetensors,ja,license:creativeml-openrail-m,region:us",2023-03-28 14:29:55+00:00,32871
John6666/epicrealism-xl-v8kiss-sdxl,John6666,5160,4,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,realistic,photorealistic,photo,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-07-16 13:43:00+00:00,88
calcuis/pony,calcuis,5076,13,"gguf,gguf-node,text-to-image,en,doi:10.57967/hf/4341,license:apache-2.0,region:us",2025-01-03 05:13:55+00:00,2209
vantagewithai/Krea-2,vantagewithai,4920,7,"diffusers,text-to-image,en,base_model:krea/Krea-2-Raw,base_model:finetune:krea/Krea-2-Raw,license:other,region:us",2026-06-23 11:25:36+00:00,6233
XLabs-AI/flux-controlnet-collections,XLabs-AI,4905,548,"diffusers,Stable Diffusion,image-generation,Flux,text-to-image,en,license:other,region:us",2024-08-13 00:09:08+00:00,2924
RudySen/Krea2-realism-V1,RudySen,4889,10,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,region:us",2026-06-25 01:52:08+00:00,507
adamo1139/stable-diffusion-3.5-large-ungated,adamo1139,4886,7,"diffusers,safetensors,text-to-image,stable-diffusion,en,arxiv:2403.03206,license:other,diffusers:StableDiffusion3Pipeline,region:us",2024-10-22 18:27:57+00:00,9467
uzumix/krea2_nsfw,uzumix,4844,23,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,region:us,not-for-all-audiences",2026-07-07 17:41:56+00:00,117
AgentAnon/flux-klein-9b-Biglove-Collection,AgentAnon,4811,0,"diffusers,gguf,flux,flux2,flux-klein,fp8,quantized,text-to-image,image-generation,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:quantized:black-forest-labs/FLUX.2-klein-base-9B,license:cc-by-nc-4.0,region:us",2026-07-24 19:20:45+00:00,2574
AntiLeecher/Flux-Klein-NSFW-Lora,AntiLeecher,4791,12,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:leejet/FLUX.2-klein-base-9B-GGUF,base_model:adapter:leejet/FLUX.2-klein-base-9B-GGUF,license:apache-2.0,region:us,not-for-all-audiences",2026-02-11 17:05:20+00:00,377
QiE2035/flux2-klein-9b-uncensored-text-encoder-Q2_K-GGUF,QiE2035,4763,3,"gguf,text-to-image,flux2,klein,GGUF,safetensors,text-generation-inference,uncensored,abliterated,abliteration,llama-cpp,gguf-my-repo,en,ja,base_model:ponpoke/flux2-klein-9b-uncensored-text-encoder,base_model:quantized:ponpoke/flux2-klein-9b-uncensored-text-encoder,license:other,endpoints_compatible,region:us",2026-07-12 05:41:13+00:00,1886
markury/FLUX.1-Krea-dev-gguf,markury,4752,0,"gguf,text-to-image,image-generation,flux,base_model:black-forest-labs/FLUX.1-Krea-dev,base_model:quantized:black-forest-labs/FLUX.1-Krea-dev,license:other,region:us",2025-07-31 15:16:50+00:00,544
cusiman/Krea2_Collection,cusiman,4739,9,"diffusers,krea2,text-to-image,image-generation,dit,fp8,comfyui,krea,license:other,region:us",2026-07-21 02:40:04+00:00,4730
pmczip/Z-Image-Turbo_Models,pmczip,4713,12,"diffusers,safetensors,lora,t2i,text-to-image,photorealistic,woman,celebrity,likeness,z-image,Z-Image-Turbo,z-image_turbo,ZiT,en,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:other,region:us",2026-01-06 04:31:51+00:00,0
KM445/flux2-klein-9b-uncensored-text-encoder-Q8_0-GGUF,KM445,4672,4,"gguf,text-to-image,flux2,klein,GGUF,safetensors,text-generation-inference,uncensored,abliterated,abliteration,llama-cpp,gguf-my-repo,en,ja,base_model:ponpoke/flux2-klein-9b-uncensored-text-encoder,base_model:quantized:ponpoke/flux2-klein-9b-uncensored-text-encoder,license:other,endpoints_compatible,region:us",2026-08-11 20:17:38+00:00,1886
lzyvegetable/FLUX.1-schnell,lzyvegetable,4668,1,"diffusers,safetensors,text-to-image,image-generation,flux,en,license:apache-2.0,endpoints_compatible,diffusers:FluxPipeline,region:us",2024-09-10 00:43:42+00:00,3587
calcuis/illustrious,calcuis,4649,71,"gguf,gguf-node,text-to-image,en,base_model:OnomaAIResearch/Illustrious-xl-early-release-v0,base_model:quantized:OnomaAIResearch/Illustrious-xl-early-release-v0,doi:10.57967/hf/4512,license:apache-2.0,region:us",2025-01-12 09:25:28+00:00,2285
LyliaEngine/ponyRealism_v21MainVAE,LyliaEngine,4646,30,"diffusers,text-to-image,stable-diffusion,lora,template:sd-lora,base_model:LyliaEngine/Pony_Diffusion_V6_XL,base_model:adapter:LyliaEngine/Pony_Diffusion_V6_XL,license:cdla-permissive-2.0,region:us",2024-06-23 13:27:39+00:00,2553
profpeng/nsfwv2,profpeng,4644,1,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Wan-AI/Wan2.2-I2V-A14B,base_model:adapter:Wan-AI/Wan2.2-I2V-A14B,region:us",2026-01-02 16:39:20+00:00,435
vantagewithai/Krea-2-Raw-GGUF,vantagewithai,4600,16,"diffusers,gguf,text-to-image,en,base_model:krea/Krea-2-Raw,base_model:quantized:krea/Krea-2-Raw,license:other,region:us",2026-06-23 11:23:47+00:00,6230
Meina/MeinaMix,Meina,4598,155,"diffusers,anime,art,stable diffusion,text-to-image,en,license:creativeml-openrail-m,region:us",2023-02-08 08:52:00+00:00,1325
Linaqruf/anime-detailer-xl-lora,Linaqruf,4584,64,"diffusers,text-to-image,stable-diffusion,lora,safetensors,stable-diffusion-xl,en,base_model:Linaqruf/animagine-xl-2.0,base_model:adapter:Linaqruf/animagine-xl-2.0,license:openrail++,region:us",2023-11-23 03:48:18+00:00,6751
inclusionAI/LLaDA2.0-Uni,inclusionAI,4580,251,"transformers,diffusers,safetensors,llada2_moe,feature-extraction,multimodal,image-generation,image-understanding,image-editing,diffusion,moe,text-to-image,any-to-any,custom_code,en,arxiv:2604.20796,base_model:inclusionAI/LLaDA2.0-mini,base_model:finetune:inclusionAI/LLaDA2.0-mini,license:apache-2.0,region:us",2026-04-22 17:10:47+00:00,12179
second-state/FLUX.1-schnell-GGUF,second-state,4548,17,"gguf,text-to-image,image-generation,flux,en,base_model:black-forest-labs/FLUX.1-schnell,base_model:quantized:black-forest-labs/FLUX.1-schnell,license:apache-2.0,region:us",2024-08-25 06:26:56+00:00,3532
stabilityai/stable-diffusion-3-medium,stabilityai,4525,5023,"diffusion-single-file,text-to-image,stable-diffusion,en,arxiv:2403.03206,license:other,region:us",2024-05-30 07:38:13+00:00,8422
Limbicnation/pixel-art-lora,Limbicnation,4513,54,"diffusers,lora,flux,pixel-art,game-asset,sprite,character-design,text-to-image,FLUX.2-klein-4B,en,dataset:Limbicnation/pixel-art-character,base_model:black-forest-labs/FLUX.2-klein-4B,base_model:adapter:black-forest-labs/FLUX.2-klein-4B,license:apache-2.0,region:us",2023-03-15 03:04:03+00:00,6013
wolfer45/nsfwv2-zit,wolfer45,4507,4,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,region:us",2026-02-22 09:38:48+00:00,240
HyperX-Sentience/Juggernaut-Reborn,HyperX-Sentience,4498,9,"diffusers,stable-diffusion,text-to-image,image-generation,juggernaut,kandooai,civitai,ai-art,diffusion-models,art-generation,creative-ml,en,base_model:stable-diffusion-v1-5/stable-diffusion-v1-5,base_model:finetune:stable-diffusion-v1-5/stable-diffusion-v1-5,license:mit,region:us",2025-02-26 05:37:57+00:00,2728
EnD-Diffusers/EarthnDusk-Nov-SD15-Merges-Mixes,EnD-Diffusers,4497,1,"diffusers,stable diffusion,anime,comic books,illustration,text-to-image,en,dataset:EarthnDusk/Creative-Embeddings-OLD,license:creativeml-openrail-m,region:us",2023-11-03 03:11:04+00:00,3013
Eugeoter/noob-sdxl-controlnet-lineart_anime,Eugeoter,4490,6,"diffusers,safetensors,stable-diffusion,stable-diffusion-xl,controlnet,text-to-image,en,base_model:Laxhar/noobai-xl-EarlyAccess,base_model:adapter:Laxhar/noobai-xl-EarlyAccess,license:other,region:us",2024-11-11 01:29:17+00:00,0
darkmaniac7/TokForge-DreamShaper-LCM-GGUF-q4,darkmaniac7,4490,1,"gguf,text-to-image,stable-diffusion,dreamshaper,lcm,stable-diffusion-cpp,tokforge,quantized,q4_0,base_model:Lykon/dreamshaper-7,base_model:quantized:Lykon/dreamshaper-7,license:creativeml-openrail-m,region:us",2026-06-22 06:41:26+00:00,4666
Shakker-Labs/FLUX.1-dev-LoRA-Dark-Fantasy,Shakker-Labs,4479,47,"diffusers,text-to-image,stable-diffusion,lora,image-generation,flux,safetensors,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-09-13 10:21:15+00:00,1289
xey/sldr_flux_nsfw_v2-studio,xey,4476,307,"diffusers,text-to-image,template:diffusion-lora,lora,flux,flux dev,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,region:us,not-for-all-audiences",2024-10-28 20:53:12+00:00,64
hoidhxd/SenseNova-U1.5-8B-GGUF-v2,hoidhxd,4463,3,"gguf,quantized,text-to-image,sensenova,mot,all-in-one,comfyui,base_model:sensenova/SenseNova-U1.5-8B-MoT-Preview,base_model:quantized:sensenova/SenseNova-U1.5-8B-MoT-Preview,region:us",2026-08-16 12:55:48+00:00,12049
digiplay/DreamShaper_8,digiplay,4460,22,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:other,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-07-30 13:39:08+00:00,1188
John6666/wai-nsfw-illustrious-sdxl-v140-sdxl,John6666,4459,9,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,not-for-all-audiences,anime,hentai,girls,Illustrious XL v1.0,illustrious,en,base_model:OnomaAIResearch/Illustrious-XL-v1.0,base_model:finetune:OnomaAIResearch/Illustrious-XL-v1.0,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-05-09 07:02:13+00:00,181
ChrisColeTech/krea2-turbo-edit-GGUF,ChrisColeTech,4457,10,"gguf,text-to-image,image-to-image,image-editing,quantized,krea,distilled,license:unknown,region:us",2026-07-30 01:28:38+00:00,7028
Linaqruf/style-enhancer-xl-lora,Linaqruf,4394,25,"diffusers,text-to-image,stable-diffusion,lora,safetensors,stable-diffusion-xl,en,base_model:Linaqruf/animagine-xl-2.0,base_model:adapter:Linaqruf/animagine-xl-2.0,license:openrail++,region:us",2023-11-23 03:50:05+00:00,6374
city96/HiDream-I1-Full-gguf,city96,4370,68,"gguf,image-generation,HiDream.ai,text-to-image,en,base_model:HiDream-ai/HiDream-I1-Full,base_model:quantized:HiDream-ai/HiDream-I1-Full,license:mit,region:us",2025-04-16 02:19:16+00:00,673
vantagewithai/Z-Image-Turbo-GGUF,vantagewithai,4355,52,"diffusers,gguf,text-to-image,en,arxiv:2511.13649,license:apache-2.0,region:us",2025-11-28 04:17:07+00:00,13827
John6666/lustify-sdxl-nsfwsfw-v2-sdxl,John6666,4309,6,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,realistic,photorealistic,photo,general use,nsfw,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-08-09 21:51:48+00:00,125
mingyi456/Z-Image-Turbo-Misc-Finetunes-DF11-ComfyUI,mingyi456,4294,14,"diffusion-single-file,comfyui,text-to-image,en,zh,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:finetune:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-12-24 16:25:19+00:00,4420
hum-ma/SDXL-models-GGUF,hum-ma,4293,30,"diffusers,gguf,text-to-image,region:us",2025-01-22 06:40:29+00:00,2507
nhathoangfoto/Flux.2-Klein-9B-MatchingPose,nhathoangfoto,4288,45,"diffusers,lora,flux,flux.2,flux.2-klein,matchingpose,pose-transfer,character-consistency,image-to-image,text-to-image,image-text-to-image,en,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:adapter:black-forest-labs/FLUX.2-klein-base-9B,license:apache-2.0,region:us",2026-04-19 09:03:32+00:00,10231
gpustack/stable-diffusion-xl-base-1.0-GGUF,gpustack,4258,4,"gguf,text-to-image,stable-diffusion,arxiv:2307.01952,arxiv:2211.01324,arxiv:2108.01073,arxiv:2112.10752,license:openrail++,region:us",2024-11-08 08:16:33+00:00,9514
dreamlike-art/dreamlike-diffusion-1.0,dreamlike-art,4257,1024,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,art,artistic,en,license:other,diffusers:StableDiffusionPipeline,region:us",2022-12-11 04:16:04+00:00,4835
Yntec/AnythingV5,Yntec,4250,2,"diffusers,safetensors,anime,ink,lines,Yuno779,stable-diffusion,stable-diffusion-diffusers,text-to-image,en,base_model:Yntec/AnythingV3,base_model:finetune:Yntec/AnythingV3,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2024-05-22 17:38:34+00:00,1203
renderartist/Classic-Painting-Z-Image-Turbo-LoRA,renderartist,4230,19,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-12-02 18:24:17+00:00,1440
kpsss34/FHDR_Uncensored,kpsss34,4224,625,"diffusers,safetensors,gguf,art,text-to-image,en,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,endpoints_compatible,diffusers:FluxPipeline,region:us",2025-10-26 12:28:20+00:00,1001
LyliaEngine/hassakuXLIllustrious_v22,LyliaEngine,4198,1,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:OnomaAIResearch/Illustrious-xl-early-release-v0,base_model:adapter:OnomaAIResearch/Illustrious-xl-early-release-v0,license:cdla-permissive-2.0,region:us",2025-05-07 09:36:48+00:00,2293
Winnougan/Ideogram_Instant_NSFW,Winnougan,4196,16,"diffusers,safetensors,text-to-image,image-generation,flow-matching,ideogram4,finetune,base_model:ideogram-ai/ideogram-4-fp8,base_model:finetune:ideogram-ai/ideogram-4-fp8,license:other,region:us,not-for-all-audiences",2026-07-20 16:42:34+00:00,4303
SargeZT/controlnet-sd-xl-1.0-softedge-dexined,SargeZT,4147,50,"diffusers,stable-diffusion-xl,stable-diffusion-xl-diffusers,text-to-image,controlnet,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,region:us",2023-08-14 09:04:22+00:00,1066
ABDALLALSWAITI/FLUX.1-dev-ControlNet-Union-Pro-2.0-fp8,ABDALLALSWAITI,4131,58,"diffusers,safetensors,quantized,fp8,e4m3,Text-to-Image,ControlNet,Diffusers,Flux.1-dev,image-generation,Stable Diffusion,quantization,reduced-precision,text-to-image,en,base_model:Shakker-Labs/FLUX.1-dev-ControlNet-Union-Pro-2.0,base_model:quantized:Shakker-Labs/FLUX.1-dev-ControlNet-Union-Pro-2.0,license:other,region:us",2025-04-19 20:19:03+00:00,8650
John2386/fullgreed,John2386,4126,27,"diffusion-single-file,text-to-image,z-image,comfyui,int8,photorealistic,arxiv:2511.22699,base_model:Tongyi-MAI/Z-Image,base_model:finetune:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-06-28 18:50:40+00:00,3164
unsloth/FLUX.2-klein-4B,unsloth,4108,5,"diffusers,safetensors,text-to-image,image-editing,flux,diffusion-single-file,image-to-image,en,license:apache-2.0,diffusers:Flux2KleinPipeline,region:us",2026-08-06 14:03:29+00:00,10117
xFutureTechx/2024_Backups,xFutureTechx,4106,1,"diffusers,stable diffusion,art,text-to-image,en,dataset:Duskfallcrew/Creative-Embeddings,dataset:EarthnDusk/Embeddings_SD15,base_model:stable-diffusion-v1-5/stable-diffusion-v1-5,base_model:finetune:stable-diffusion-v1-5/stable-diffusion-v1-5,license:creativeml-openrail-m,region:us",2023-07-02 09:49:08+00:00,498
gpustack/stable-diffusion-v1-5-GGUF,gpustack,4056,3,"gguf,stable-diffusion,stable-diffusion-diffusers,text-to-image,arxiv:2207.12598,arxiv:2112.10752,arxiv:2103.00020,arxiv:2205.11487,arxiv:1910.09700,license:creativeml-openrail-m,region:us",2024-11-08 06:29:36+00:00,14906
