model_id,org,downloads,likes,tags,created_at,card_chars
vantagewithai/Krea-2-Turbo-GGUF,vantagewithai,46627,140,"diffusers,gguf,text-to-image,en,base_model:krea/Krea-2-Turbo,base_model:quantized:krea/Krea-2-Turbo,license:other,region:us",2026-06-23 06:37:36+00:00,6236
leejet/Z-Image-Turbo-GGUF,leejet,46574,58,"gguf,text-to-image,image-generation,stable-diffusion.cpp,z-image-turbo,z-image,en,zh,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:quantized:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-11-30 15:34:37+00:00,1776
cyberdelia/CyberRealisticPony,cyberdelia,45366,123,"diffusers,stable-diffusion,sdxl,text-to-image,photorealistic,cyberrealistic,pony,image-generation,license:creativeml-openrail-m,region:us",2024-05-09 10:12:22+00:00,2055
lodestones/Chroma1-Base,lodestones,44168,115,"diffusers,safetensors,text-to-image,license:apache-2.0,diffusers:ChromaPipeline,region:us,deploy:azure",2025-07-29 02:37:28+00:00,5547
offgrid-ai/pony-diffusion-v6-xl-GGUF,offgrid-ai,44158,3,"gguf,stable-diffusion,sdxl,image-generation,quantized,off-grid,text-to-image,base_model:LyliaEngine/Pony_Diffusion_V6_XL,base_model:quantized:LyliaEngine/Pony_Diffusion_V6_XL,license:creativeml-openrail-m,region:us",2026-06-24 12:48:12+00:00,1244
drbaph/HiDream-O1-Image-FP8,drbaph,43296,9,"diffusers,safetensors,qwen3_vl,comfyui,text-to-image,image-editing,fp8,quantized,image-text-to-image,en,zh,license:mit,region:us",2026-05-09 22:25:32+00:00,4979
silveroxides/Chroma-GGUF,silveroxides,42142,245,"gguf,text-to-image,base_model:lodestones/Chroma,base_model:quantized:lodestones/Chroma,license:apache-2.0,region:us",2025-02-24 13:07:36+00:00,3822
diroverflo/FLux_Klein_9B_NSFW,diroverflo,41395,60,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:adapter:black-forest-labs/FLUX.2-klein-base-9B,license:apache-2.0,region:us,not-for-all-audiences",2026-02-24 09:30:36+00:00,604
blueflame749/Z-Image-Lora,blueflame749,41224,0,"diffusers,text-to-image,lora,safetensors,z-image,base_model:Tongyi-MAI/Z-Image,base_model:adapter:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-06-24 10:07:05+00:00,22032
Kokosha01/Wan2.2_StrangeNames,Kokosha01,41024,1,"diffusers,onnx,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:creativeml-openrail-m,region:us",2026-03-12 20:22:06+00:00,153
Manojb/stable-diffusion-2-1-base,Manojb,39578,61,"diffusers,safetensors,stable-diffusion,text-to-image,arxiv:2112.10752,arxiv:2202.00512,arxiv:1910.09700,license:openrail++,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2025-06-13 20:34:50+00:00,12394
Qwen/Qwen-Image-Bench,Qwen,39120,95,"transformers,safetensors,qwen3_5,image-text-to-text,judge-model,text-to-image,evaluation,benchmark,qwen,conversational,en,zh,arxiv:2605.28091,base_model:Qwen/Qwen3.6-27B,base_model:finetune:Qwen/Qwen3.6-27B,license:apache-2.0,endpoints_compatible,region:us,deploy:azure",2026-05-21 04:15:56+00:00,10616
wikeeyang/Flux2-Klein-9B-True-V3,wikeeyang,38146,147,"diffusers,gguf,text-to-image,en,zh,base_model:black-forest-labs/FLUX.2-klein-9B,base_model:finetune:black-forest-labs/FLUX.2-klein-9B,license:apache-2.0,region:us",2026-06-25 01:41:31+00:00,5517
kukidevalml/Z-Image-Lora,kukidevalml,37868,1,"diffusers,text-to-image,lora,safetensors,z-image,base_model:Tongyi-MAI/Z-Image,base_model:adapter:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-06-10 08:35:13+00:00,21208
SDim1973/Z-Image-Loras,SDim1973,37202,0,"diffusers,text-to-image,lora,safetensors,z-image,base_model:Tongyi-MAI/Z-Image,base_model:adapter:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-05-31 13:01:28+00:00,20230
LoliRimuru/moeFussion,LoliRimuru,36850,295,"diffusers,art,anime,text-to-image,license:creativeml-openrail-m,region:us",2023-02-28 21:14:14+00:00,4906
ponpoke/flux2-klein-9b-uncensored-text-encoder,ponpoke,35950,547,"safetensors,gguf,qwen3,text-to-image,flux2,klein,GGUF,text-generation-inference,uncensored,abliterated,abliteration,en,ja,base_model:black-forest-labs/FLUX.2-klein-9B,base_model:quantized:black-forest-labs/FLUX.2-klein-9B,license:other,endpoints_compatible,region:us,conversational",2026-04-30 16:44:38+00:00,11228
jayn7/Z-Image-Turbo-GGUF,jayn7,35520,391,"gguf,text-to-image,image-generation,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:quantized:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-11-27 06:37:27+00:00,3709
unsloth/Z-Image-GGUF,unsloth,35424,193,"ggml,gguf,unsloth,quantized,text-to-image,en,arxiv:2511.22699,base_model:Tongyi-MAI/Z-Image,base_model:quantized:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-01-27 23:10:23+00:00,6238
ifmylove2011/girlslike-zimage,ifmylove2011,35334,54,"diffusers,lora,girlslike,z-image,text-to-image,base_model:Tongyi-MAI/Z-Image,base_model:adapter:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2025-12-18 01:53:13+00:00,23466
ostris/zimage_turbo_training_adapter,ostris,35140,146,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-11-28 14:57:04+00:00,2372
Sudanl/stable-diffusion-2-1-base-custom,Sudanl,34928,1,"diffusers,tensorboard,safetensors,text-to-image,stable-diffusion,stable-diffusion-diffusers,custom-diffusion,diffusers-training,base_model:stabilityai/stable-diffusion-2-1-base,base_model:adapter:stabilityai/stable-diffusion-2-1-base,license:creativeml-openrail-m,region:us",2024-09-06 19:44:11+00:00,948
RudySen/Krea2-realism-V2,RudySen,34685,180,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:mit,region:us",2026-07-02 19:00:04+00:00,1625
John6666/autismmix-sdxl-autismmix-pony-sdxl,John6666,32895,6,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,anime,pony,en,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-09-20 21:46:34+00:00,166
cyberdelia/CyberRealisticXL,cyberdelia,32639,39,"diffusers,stable-diffusion-xl,sd-xl,text-to-image,photorealistic,cyberrealistic,image-generation,license:creativeml-openrail-m,region:us",2024-02-21 11:44:28+00:00,2021
monadical-labs/minecraft-skin-generator-sdxl,monadical-labs,31906,31,"diffusers,safetensors,minecraft,skins,gaming,stable diffusion,stable diffusion xl,text-to-image,en,license:openrail,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-02-19 15:38:21+00:00,2043
CBLKG/Z-Image-Lora,CBLKG,31672,2,"diffusers,text-to-image,lora,safetensors,template:diffusion-lora,z-image,dataset:nphSi/LoRa_Datasets,base_model:Tongyi-MAI/Z-Image,base_model:adapter:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-04-26 03:37:52+00:00,16500
lustlyai/Flux_Lustly.ai_Uncensored_nsfw_v1,lustlyai,31122,274,"diffusers,nsfw,uncensored,not-for-all-audiences,nudity,lora,safetensors,stable-diffusion,fluxpipeline,flux,text-to-image,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:creativeml-openrail-m,region:us",2024-10-21 16:10:35+00:00,2142
digiplay/Photon_v1,digiplay,30511,41,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:other,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-06-08 19:02:37+00:00,192
Phil2Sat/Qwen-Image-Edit-Rapid-AIO-GGUF,Phil2Sat,30261,257,"comfyUI,gguf,qwen,qwen-edit,t2i,i2i,text-to-image,base_model:Phr00t/Qwen-Image-Edit-Rapid-AIO,base_model:quantized:Phr00t/Qwen-Image-Edit-Rapid-AIO,license:apache-2.0,endpoints_compatible,region:us,conversational",2025-10-16 11:32:49+00:00,1431
second-state/stable-diffusion-v1-5-GGUF,second-state,28237,36,"gguf,stable-diffusion,stable-diffusion-diffusers,text-to-image,base_model:runwayml/stable-diffusion-v1-5,base_model:quantized:runwayml/stable-diffusion-v1-5,license:creativeml-openrail-m,region:us",2024-07-09 14:30:10+00:00,3069
argmaxinc/mlx-FLUX.1-schnell-4bit-quantized,argmaxinc,27388,37,"diffusionkit,text-to-image,image-generation,flux,mlx,en,license:apache-2.0,region:us",2024-08-20 17:07:20+00:00,1008
leejet/FLUX.2-klein-9B-GGUF,leejet,26654,7,"gguf,text-to-image,image-generation,stable-diffusion.cpp,en,zh,base_model:black-forest-labs/FLUX.2-klein-9B,base_model:quantized:black-forest-labs/FLUX.2-klein-9B,region:us",2026-01-17 06:46:20+00:00,370
hf1593/Z-Image-Lora,hf1593,26301,1,"diffusers,text-to-image,lora,safetensors,template:diffusion-lora,z-image,dataset:nphSi/LoRa_Datasets,base_model:Tongyi-MAI/Z-Image,base_model:adapter:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-04-12 09:32:48+00:00,14884
deepseek-community/Janus-Pro-1B,deepseek-community,25830,16,"transformers,safetensors,janus,image-text-to-text,muiltimodal,text-to-image,unified-model,any-to-any,arxiv:2501.17811,license:mit,endpoints_compatible,region:us",2025-03-01 14:42:15+00:00,4797
John6666/true-pencil-xl-v100-sdxl,John6666,25725,0,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,anime,girls,illustration,unstable,interesting,Illustrious XL v2.0,illustrious,en,base_model:bluepen5805/true_pencil-XL,base_model:finetune:bluepen5805/true_pencil-XL,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-07-02 11:53:39+00:00,307
ostris/z_image_turbo_childrens_drawings,ostris,25239,40,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-11-29 19:16:49+00:00,402
nunchaku-ai/nunchaku-flux.1-schnell,nunchaku-ai,24425,13,"diffusers,text-to-image,SVDQuant,FLUX.1-schnell,FLUX.1,Diffusion,Quantization,ICLR2025,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:black-forest-labs/FLUX.1-schnell,base_model:quantized:black-forest-labs/FLUX.1-schnell,license:apache-2.0,region:us",2025-07-17 00:38:48+00:00,3105
wikeeyang/Krea2-Turbo-HD-V1,wikeeyang,24376,95,"diffusers,gguf,text-to-image,en,zh,base_model:krea/Krea-2-Turbo,base_model:finetune:krea/Krea-2-Turbo,license:other,region:us",2026-07-05 02:12:41+00:00,4191
lovis93/testllm,lovis93,24332,13,"diffusers,safetensors,text-to-image,image-generation,flux,en,license:other,endpoints_compatible,diffusers:FluxPipeline,region:us",2024-10-17 12:24:36+00:00,3937
xinsir/controlnet-canny-sdxl-1.0,xinsir,23815,205,"diffusers,safetensors,text_to_image,controlnet,controlnet-canny-sdxl-1.0,text-to-image,arxiv:2302.05543,license:apache-2.0,region:us",2024-05-10 14:15:32+00:00,9425
stanfordmimi/Merlin,stanfordmimi,23801,36,"merlin,text-to-image,en,license:mit,region:us",2024-07-18 23:35:41+00:00,2809
Lykon/dreamshaper-xl-v2-turbo,Lykon,23313,86,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,stable-diffusion-xl,stable-diffusion-xl-turbo,text-to-image,art,artistic,anime,dreamshaper,turbo,lcm,en,license:openrail++,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-02-07 20:27:57+00:00,1257
Shar514/Flux-Uncensored-V2,Shar514,22954,25,"diffusers,text-to-image,stable-diffusion,lora,fluxpipeline,flux,not-for-all-audiences,image-to-image,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:creativeml-openrail-m,region:us",2026-05-11 17:33:37+00:00,4084
diffusers/controlnet-depth-sdxl-1.0,diffusers,22852,208,"diffusers,safetensors,stable-diffusion-xl,stable-diffusion-xl-diffusers,text-to-image,controlnet,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0,license:openrail++,region:us",2023-08-12 17:23:20+00:00,3345
WANG-CC/flux2-klein-9b-uncensored-text-encoder-Q8_0-GGUF,WANG-CC,22521,5,"gguf,text-to-image,flux2,klein,GGUF,safetensors,text-generation-inference,uncensored,abliterated,abliteration,llama-cpp,gguf-my-repo,en,ja,base_model:ponpoke/flux2-klein-9b-uncensored-text-encoder,base_model:quantized:ponpoke/flux2-klein-9b-uncensored-text-encoder,license:other,endpoints_compatible,region:us",2026-07-13 11:48:06+00:00,1886
Granddyser/flux-klein-9b-Biglove-Collection,Granddyser,22493,49,"diffusers,gguf,flux,flux2,flux-klein,fp8,quantized,text-to-image,image-generation,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:quantized:black-forest-labs/FLUX.2-klein-base-9B,license:cc-by-nc-4.0,region:us",2026-03-05 23:12:40+00:00,2710
Wuli-art/Qwen-Image-2512-Turbo-LoRA-2-Steps,Wuli-art,22089,127,"diffusers,Qwen,distillation,lora,text-to-image,en,zh,base_model:Qwen/Qwen-Image-2512,base_model:adapter:Qwen/Qwen-Image-2512,license:apache-2.0,region:us",2026-01-28 09:26:53+00:00,7465
UnfilteredAI/NSFW-GEN-ANIME-v2,UnfilteredAI,22058,57,"diffusers,safetensors,NSFW,UnfilteredAI,Anime,Text-to-Image,text-to-image,en,base_model:HelpingAI/PixelGen,base_model:finetune:HelpingAI/PixelGen,doi:10.57967/hf/2177,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us,not-for-all-audiences",2024-05-03 08:33:53+00:00,1671
deepseek-community/deepseek-vl-1.3b-chat,deepseek-community,21705,3,"transformers,safetensors,deepseek_vl,image-text-to-text,muiltimodal,text-to-image,unified-model,conversational,arxiv:2403.05525,license:other,endpoints_compatible,region:us",2025-06-12 08:15:21+00:00,10344
nunchaku-ai/nunchaku-flux.1-dev,nunchaku-ai,21309,52,"diffusers,text-to-image,SVDQuant,FLUX.1-dev,FLUX.1,Diffusion,Quantization,ICLR2025,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,region:us",2025-07-17 00:41:11+00:00,3518
diffusers/controlnet-canny-sdxl-1.0,diffusers,20982,535,"diffusers,safetensors,stable-diffusion-xl,stable-diffusion-xl-diffusers,text-to-image,base_model:runwayml/stable-diffusion-v1-5,base_model:finetune:runwayml/stable-diffusion-v1-5,license:openrail++,region:us",2023-08-01 04:34:46+00:00,3404
sensenova/SenseNova-U1-8B-MoT,sensenova,20939,291,"transformers,safetensors,neo_chat,feature-extraction,multimodal,text-to-image,image-to-text,image-editing,interleaved-generation,custom_code,any-to-any,arxiv:2605.12500,license:apache-2.0,region:us",2026-04-22 04:43:54+00:00,45135
nunchaku-ai/nunchaku-flux.1-krea-dev,nunchaku-ai,20481,122,"diffusers,text-to-image,SVDQuant,FLUX.1-Krea-dev,FLUX.1,Diffusion,Quantization,ICLR2025,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:black-forest-labs/FLUX.1-Krea-dev,base_model:quantized:black-forest-labs/FLUX.1-Krea-dev,license:other,region:us",2025-08-01 05:11:14+00:00,3752
deepseek-community/deepseek-vl-7b-chat,deepseek-community,20434,1,"transformers,safetensors,deepseek_vl_hybrid,image-text-to-text,muiltimodal,text-to-image,unified-model,conversational,arxiv:2403.05525,license:other,endpoints_compatible,region:us",2025-06-12 08:54:23+00:00,10720
QuantStack/FLUX.1-Krea-dev-GGUF,QuantStack,20339,142,"gguf,text-to-image,en,base_model:black-forest-labs/FLUX.1-Krea-dev,base_model:quantized:black-forest-labs/FLUX.1-Krea-dev,license:other,region:us",2025-07-31 14:16:47+00:00,505
lvladikov/Krea2-Turbo-Distill-4step-LoRA,lvladikov,20324,108,"diffusers,lora,text-to-image,distillation,step-distillation,krea-2,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:other,region:us",2026-08-20 07:04:06+00:00,72988
leejet/FLUX.2-klein-4B-GGUF,leejet,19624,11,"gguf,text-to-image,image-generation,stable-diffusion.cpp,en,zh,base_model:black-forest-labs/FLUX.2-klein-4B,base_model:quantized:black-forest-labs/FLUX.2-klein-4B,license:apache-2.0,region:us",2026-01-17 05:59:17+00:00,303
tianweiy/DMD2,tianweiy,19566,246,"diffusers,text-to-image,stable-diffusion,diffusion distillation,arxiv:2405.14867,license:cc-by-nc-4.0,region:us",2024-05-23 00:19:26+00:00,6645
briaai/FIBO,briaai,19232,326,"diffusers,safetensors,art,text-to-image,en,arxiv:2511.06876,base_model:briaai/FIBO,base_model:finetune:briaai/FIBO,license:other,diffusers:BriaFiboPipeline,region:us",2025-10-09 11:55:45+00:00,17492
lynaNSFW/DaSiWa_MiniMax_H3,lynaNSFW,18845,2,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:lynaNSFW/minimaxH3_Collection,base_model:adapter:lynaNSFW/minimaxH3_Collection,region:us",2026-08-31 09:39:03+00:00,269
Heartsync/NSFW-Uncensored,Heartsync,18605,312,"diffusers,safetensors,stablediffusion,uncensored,nsfw,image,generation,text-to-image,en,license:mit,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us,not-for-all-audiences",2025-05-05 08:29:52+00:00,1736
lesliemore/z-image-turbo-nsfw-v2-GGUF,lesliemore,18568,8,"gguf,quantized,q8_0,z-image,comfyui,not-for-all-audiences,text-to-image,base_model:tewea/z_image_turbo_bf16_nsfw,base_model:quantized:tewea/z_image_turbo_bf16_nsfw,license:apache-2.0,region:us",2026-08-16 06:17:17+00:00,1691
AX1Y2JP/Krea-2-Turbo-INT8-ConvRot,AX1Y2JP,18566,20,"diffusers,comfyui,text-to-image,base_model:krea/Krea-2-Turbo,base_model:quantized:krea/Krea-2-Turbo,license:other,region:us",2026-06-23 15:30:51+00:00,473
AiWise/Juggernaut-XL-V9-GE-RDPhoto2-Lightning_4S,AiWise,18417,18,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,region:us",2024-12-26 02:02:33+00:00,5377
xinsir/controlnet-depth-sdxl-1.0,xinsir,18393,101,"diffusers,safetensors,text-to-image,license:apache-2.0,region:us",2024-06-26 15:14:36+00:00,2864
second-state/stable-diffusion-3.5-large-GGUF,second-state,18120,17,"diffusers,gguf,text-to-image,stable-diffusion,en,base_model:stabilityai/stable-diffusion-3.5-large,base_model:quantized:stabilityai/stable-diffusion-3.5-large,license:other,region:us",2024-11-19 09:36:36+00:00,2939
unsloth/FLUX.1-dev-GGUF,unsloth,18056,25,"gguf,text-to-image,image-generation,flux,en,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,region:us",2025-06-30 10:43:08+00:00,3888
duyntnet/Chroma-GGUF-All-Versions,duyntnet,17811,8,"gguf,text-to-image,image-generation,chroma,not-for-all-audiences,en,license:apache-2.0,region:us",2025-07-05 04:59:47+00:00,896
RunDiffusion/Juggernaut-Z-Image,RunDiffusion,17732,130,"diffusers,safetensors,gguf,text-to-image,rundiffusion,z-image,en,base_model:Tongyi-MAI/Z-Image,base_model:quantized:Tongyi-MAI/Z-Image,license:cc-by-nc-4.0,diffusers:ZImagePipeline,region:us",2026-04-29 17:33:22+00:00,8917
RunDiffusion/Juggernaut-X-v10,RunDiffusion,17497,173,"diffusers,stable-diffusion,stable-diffusion-xl,sdxl,text-to-image,photorealistic,photography,cinematic,portrait,juggernaut,rundiffusion,kandooai,en,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-04-19 21:30:46+00:00,8728
segmind/tiny-sd,segmind,16967,95,"diffusers,stable-diffusion,stable-diffusion-diffusers,text-to-image,dataset:recastai/LAION-art-EN-improved-captions,arxiv:2305.15798,base_model:SG161222/Realistic_Vision_V4.0_noVAE,base_model:finetune:SG161222/Realistic_Vision_V4.0_noVAE,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-07-27 18:21:36+00:00,1279
TheImposterImposters/LUSTIFY-v2.0,TheImposterImposters,16775,12,"diffusers,safetensors,text-to-image,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-08-09 17:55:13+00:00,5109
XLabs-AI/flux-RealismLora,XLabs-AI,16307,1248,"diffusers,lora,Stable Diffusion,image-generation,Flux,text-to-image,en,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-08-06 21:12:23+00:00,1777
dataautogpt3/ProteusV0.2,dataautogpt3,16305,147,"diffusers,text-to-image,license:gpl-3.0,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-01-19 12:30:52+00:00,3458
molbal/krea2-gguf,molbal,16272,19,"gguf,image-generation,diffusion,flow-matching,dit,krea2,quantization,comfyui,text-to-image,base_model:krea/Krea-2-Raw,base_model:quantized:krea/Krea-2-Raw,license:other,region:us",2026-06-24 21:12:56+00:00,4812
dataautogpt3/ProteusV0.3,dataautogpt3,16229,96,"diffusers,text-to-image,license:gpl-3.0,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-02-12 18:05:03+00:00,3450
QuantStack/Qwen-Image-GGUF,QuantStack,15821,50,"gguf,text-to-image,en,zh,base_model:Qwen/Qwen-Image,base_model:quantized:Qwen/Qwen-Image,license:apache-2.0,region:us",2025-08-05 15:25:08+00:00,1156
stablediffusionapi/chilloutmix,stablediffusionapi,15701,9,"diffusers,stablediffusionapi.com,stable-diffusion-api,text-to-image,ultra-realistic,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-02-09 02:46:38+00:00,2092
lynaNSFW/Krea2turboNSFWAIO,lynaNSFW,15639,1,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Raw,base_model:adapter:krea/Krea-2-Raw,region:us",2026-08-08 07:55:39+00:00,549
second-state/stable-diffusion-3.5-medium-GGUF,second-state,15424,13,"diffusers,gguf,text-to-image,stable-diffusion,en,base_model:stabilityai/stable-diffusion-3.5-medium,base_model:quantized:stabilityai/stable-diffusion-3.5-medium,license:other,region:us",2024-11-23 11:32:25+00:00,4582
Baraje/SexGod_NSFW_Female_Nudes_QWEN_Image_Edit_2511,Baraje,15335,32,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Qwen/Qwen-Image,base_model:adapter:Qwen/Qwen-Image,license:artistic-2.0,region:us,not-for-all-audiences",2026-04-22 06:19:31+00:00,374
calcuis/hunyuanimage-gguf,calcuis,15034,85,"gguf,gguf-node,text-to-image,base_model:tencent/HunyuanImage-2.1,base_model:quantized:tencent/HunyuanImage-2.1,license:other,region:us",2025-09-09 12:00:59+00:00,2269
meituan-longcat/LongCat-Image,meituan-longcat,14500,248,"transformers,diffusers,safetensors,text-to-image,en,zh,arxiv:2512.07584,arxiv:2412.11963,license:apache-2.0,endpoints_compatible,region:us",2025-12-04 12:38:12+00:00,4785
RunDiffusion/Juggernaut-XL-Lightning,RunDiffusion,14284,61,"diffusers,stable-diffusion,stable-diffusion-xl,sdxl,sdxl-lightning,text-to-image,photorealistic,fast,low-step,juggernaut,rundiffusion,kandooai,en,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-02-23 20:45:29+00:00,8079
Laxhar/noobai-XL-1.0,Laxhar,14085,33,"diffusers,safetensors,Diffusers,Safetensors,text-to-image,en,base_model:Laxhar/noobai-XL-0.77,base_model:finetune:Laxhar/noobai-XL-0.77,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-11-03 07:48:34+00:00,6308
votepurchase/pornmasterPro_noobV3VAE,votepurchase,14044,18,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,realistic,photorealistic,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-05-24 16:19:03+00:00,123
ostris/krea2_turbo_training_adapter,ostris,14002,21,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:other,region:us",2026-06-24 02:11:17+00:00,2129
Lykon/dreamshaper-xl-lightning,Lykon,13815,82,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,stable-diffusion-xl,stable-diffusion-xl-lightning,text-to-image,art,artistic,anime,dreamshaper,turbo,lcm,en,license:openrail++,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-02-21 20:51:01+00:00,1260
xinsir/controlnet-tile-sdxl-1.0,xinsir,13797,282,"diffusers,safetensors,text-to-image,license:apache-2.0,region:us",2024-06-26 15:27:48+00:00,10293
nerijs/pixel-art-xl,nerijs,13774,648,"diffusers,text-to-image,stable-diffusion,lora,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,region:us",2023-08-03 19:13:23+00:00,1780
ifmylove2011/girlslike,ifmylove2011,13586,35,"diffusers,lora,girlslike,flux,text-to-image,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:apache-2.0,region:us",2025-04-24 11:44:48+00:00,19001
huanzi05/stable-diffusion-2-1-base,huanzi05,13297,1,"diffusers,safetensors,stable-diffusion,text-to-image,arxiv:2112.10752,arxiv:2202.00512,arxiv:1910.09700,license:openrail++,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2025-11-19 09:59:01+00:00,12394
ponpoke/flux2-klein-4b-uncensored-text-encoder,ponpoke,13245,188,"safetensors,gguf,text-to-image,flux2,klein,GGUF,text-generation-inference,uncensored,abliterated,abliteration,en,ja,base_model:black-forest-labs/FLUX.2-klein-4B,base_model:quantized:black-forest-labs/FLUX.2-klein-4B,license:other,endpoints_compatible,region:us,conversational",2026-05-01 15:38:46+00:00,11761
zooeyy/Style-Transfer,zooeyy,12875,24,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Qwen/Qwen-Image-Edit-2511,base_model:adapter:Qwen/Qwen-Image-Edit-2511,license:apache-2.0,region:us",2025-12-31 03:17:17+00:00,2767
LyliaEngine/anima_baseV10,LyliaEngine,12781,2,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:oron1208/OOO_Anima,base_model:adapter:oron1208/OOO_Anima,license:cdla-permissive-2.0,region:us",2026-06-03 13:12:19+00:00,8669
realrebelai/SenseNova-U1.5-8B_GGUFs,realrebelai,12613,19,"comfyui,gguf,sensenova,flow-matching,text-to-image,image-to-image,low-vram,base_model:sensenova/SenseNova-U1.5-8B-MoT,base_model:quantized:sensenova/SenseNova-U1.5-8B-MoT,license:apache-2.0,region:us",2026-08-21 21:11:09+00:00,1464
